cx,cy,cz,nx,ny,nz,valid_frac,score,periodic_cover,periodic_period_mm,periodic_straightness,band_score,band_ratio,band_amp_um,peak_freq,spectral_spread,local_coherence,global_coherence,coverage,ridge_period_mm,straightness
-20.5262,1.49037,-2.69741,-0.62458,-0.72306,-0.29511,0.87168,0.0,0.0,nan,0.0,0.01074,0.04597,22.2145,2.00844,0.23118,0.60132,0.77228,0.45601,0.4979,0.77228
-20.91647,1.61883,-0.99156,-0.61933,-0.77984,0.09097,0.86493,0.0,0.0,nan,0.0,0.00398,0.02695,26.33766,2.80887,0.23717,0.34658,0.73255,0.45872,0.35601,0.73255
-20.78423,1.84923,0.37408,-0.5107,-0.79527,0.32669,0.86151,0.0,0.0,nan,0.0,0.01018,0.04008,33.22991,2.84871,0.23383,0.43299,0.50549,0.62175,0.35104,0.50549
-20.14361,1.83853,5.47686,-0.55125,-0.82645,0.11449,0.69865,0.0,0.0,nan,0.0,0.01106,0.04047,34.22759,1.71128,0.23838,0.39666,0.48624,0.72953,0.58436,0.48624
-20.39697,3.37455,-4.4166,-0.65817,-0.32856,-0.67739,0.96015,0.0,0.0,nan,0.0,0.00501,0.03297,23.38728,1.80873,0.23499,0.71152,0.89083,0.4221,0.55287,0.89083
-21.15265,2.89771,-3.06445,-0.8205,-0.37593,-0.43066,0.90952,0.0,0.0,nan,0.0,0.0141,0.07416,28.28564,1.67878,0.23959,0.72403,0.45399,0.28111,0.59567,0.45399
-21.91134,3.01638,-0.99592,-0.95128,-0.30586,-0.03898,0.83987,0.0,0.0,nan,0.0,0.00271,0.04401,27.43719,2.2058,0.22278,0.69277,0.94419,0.25181,0.45335,0.94419
-21.67517,2.78736,1.20443,-0.78735,-0.53858,0.30002,0.78491,0.0,0.0,nan,0.0,0.00863,0.05342,36.80488,1.84761,0.24395,0.40234,0.4908,0.42327,0.54124,0.4908
-20.8419,3.19716,2.95198,-0.76955,-0.62177,0.14559,0.85054,0.0,0.0,nan,0.0,0.00759,0.06903,46.39425,1.88289,0.24071,0.30485,0.34539,0.37619,0.5311,0.34539
-20.9257,2.90221,5.05033,-0.84558,-0.51791,0.12946,0.77213,0.0,0.0,nan,0.0,0.01391,0.06195,43.67095,2.36223,0.23169,0.53165,0.61087,0.44158,0.42333,0.61087
-20.40094,3.10338,6.53655,-0.75664,-0.40779,0.51109,0.76327,0.0,0.0,nan,0.0,0.00675,0.06609,35.81238,1.80642,0.2345,0.63967,0.85031,0.24813,0.55358,0.85031
-20.65294,5.00653,-4.8329,-0.74842,-0.1941,-0.63419,0.94616,0.0,0.0,nan,0.0,0.00212,0.03049,18.49583,2.18775,0.23796,0.65926,0.95346,0.33479,0.45709,0.95346
-21.43106,4.99548,-2.93539,-0.95837,-0.00845,-0.28539,0.9684,0.0,0.0,nan,0.0,0.02385,0.12155,6.47966,2.53174,0.22471,0.65096,0.78627,0.44629,0.39499,0.78627
-21.55419,5.00283,-0.99492,-0.99099,0.13381,0.0057,0.99548,0.0,0.0,nan,0.0,0.01387,0.05172,5.50006,1.80873,0.24057,0.58189,0.4536,0.62826,0.55287,0.4536
-21.34988,5.05185,1.06939,-0.98292,0.07278,0.16906,0.97243,0.0,0.0,nan,0.0,0.01076,0.11202,12.08774,1.86499,0.24316,0.53679,0.77035,0.22308,0.5362,0.77035
-21.11188,5.03718,3.00636,-0.9869,-0.02686,0.1591,0.9683,0.0,0.0,nan,0.0,0.00626,0.07958,33.23694,1.80873,0.24071,0.50976,0.83047,0.22029,0.55287,0.83047
-20.73297,4.98785,5.00857,-0.97046,0.03713,0.23839,0.97364,0.0,0.0,nan,0.0,0.00699,0.11216,23.67752,1.6443,0.23479,0.54318,0.87589,0.20832,0.60816,0.87589
