cx,cy,cz,nx,ny,nz,valid_frac,score,periodic_cover,periodic_period_mm,periodic_straightness,band_score,band_ratio,band_amp_um,peak_freq,spectral_spread,local_coherence,global_coherence,coverage,ridge_period_mm,straightness
-18.04353,1.98121,-0.07879,-0.92006,-0.3562,-0.16311,0.90895,0.0,0.0,nan,0.0,0.0053,0.09997,14.66835,2.3994,0.23594,0.73421,0.9454,0.21888,0.41677,0.9454
-18.15671,1.61729,1.19102,-0.90058,-0.43469,-0.00268,0.86984,0.0,0.0,nan,0.0,0.0059,0.04343,14.88613,1.82173,0.24107,0.67569,0.8318,0.30883,0.54893,0.8318
-18.09337,1.52619,2.68033,-0.86854,-0.46101,0.18194,0.82527,0.0,0.0,nan,0.0,0.00932,0.03451,14.29328,1.63898,0.24193,0.614,0.75012,0.50149,0.61014,0.75012
-18.2495,3.05593,-0.67665,-0.95956,-0.11695,-0.25605,0.9591,0.0,0.0,nan,0.0,0.01253,0.04597,7.59173,1.77517,0.24215,0.47327,0.72902,0.72754,0.56333,0.72902
-18.27672,3.02685,0.95562,-0.99388,-0.1077,-0.02454,0.97733,0.0,0.0,nan,0.0,0.01518,0.10152,8.91694,1.737,0.23833,0.70458,0.58551,0.25975,0.57571,0.58551
-18.12075,3.08105,2.93497,-0.96846,-0.08298,0.23493,0.95859,0.0,0.0,nan,0.0,0.00865,0.08503,10.38149,2.02006,0.22888,0.76215,0.89793,0.30216,0.49503,0.89793
-18.15821,4.99435,-0.68572,-0.98002,0.03487,-0.19581,0.98422,0.0,0.0,nan,0.0,0.01203,0.05203,6.55916,1.64151,0.23764,0.37765,0.31569,0.79927,0.60919,0.31569
-18.17493,4.98382,1.00941,-0.99758,0.06644,0.02037,0.9981,0.0,0.0,nan,0.0,0.01206,0.06247,4.68075,2.05662,0.23523,0.37443,0.42074,0.73609,0.48623,0.42074
-18.07342,4.73785,2.66651,-0.98224,0.05352,0.17981,0.99061,0.0,0.0,nan,0.0,0.00625,0.03882,5.36384,1.81817,0.25117,0.53112,0.54047,0.41631,0.55,0.54047
-18.06298,6.54119,-0.58731,-0.98822,0.0612,-0.1403,0.99142,0.0,0.0,nan,0.0,0.00685,0.04007,6.18601,1.8388,0.23151,0.29619,0.41533,0.76392,0.54383,0.41533
-18.03951,6.49479,0.57646,-0.99681,0.07955,-0.00647,0.99547,0.0,0.0,nan,0.0,0.01033,0.09674,6.16339,2.16542,0.23113,0.52059,0.85282,0.40499,0.4618,0.85282
-18.00193,6.03346,2.05413,-0.99233,0.07771,0.09615,0.9977,0.0,0.0,nan,0.0,0.00708,0.04929,7.35124,1.63898,0.23043,0.44169,0.44305,0.41342,0.61014,0.44305
-18.00607,13.95706,-1.64874,-0.99758,-0.05246,-0.04555,0.99202,0.0,0.0,nan,0.0,0.03179,0.14057,5.5735,1.80288,0.23664,0.3729,0.75079,0.82613,0.55467,0.75079
-18.01458,13.86094,4.55006,-0.90732,0.02254,0.41984,0.90449,0.0,0.0,nan,0.0,0.00679,0.04568,23.81532,2.04559,0.23149,0.50881,0.45006,0.31692,0.48886,0.45006
-18.03082,15.389,-2.49011,-0.99428,-0.05344,-0.0925,0.99628,0.0,0.0,nan,0.0,0.01487,0.1413,6.85982,1.75285,0.23968,0.67633,0.91762,0.4335,0.5705,0.91762
-18.02896,15.16288,-1.01136,-0.99949,-0.03202,-0.00061,0.99375,0.0,0.0,nan,0.0,0.01588,0.08977,4.7484,1.78571,0.2094,0.29575,0.41266,0.8502,0.56,0.41266
-18.0185,15.27754,0.59313,-0.99965,-0.01989,0.01718,0.99344,0.0,0.0,nan,0.0,0.0101,0.06397,3.91356,1.88101,0.22505,0.25649,0.56182,0.93015,0.53163,0.56182
-18.04144,15.31559,3.55036,-0.97335,-0.00842,0.22916,0.9592,0.0,0.0,nan,0.0,0.00365,0.03557,17.73411,2.68539,0.20715,0.52937,0.70284,0.21582,0.37239,0.70284
-18.04566,14.46791,4.31395,-0.92623,0.01648,0.3766,0.91483,0.0,0.0,nan,0.0,0.00397,0.02891,15.66467,3.24955,0.24113,0.50767,0.4207,0.30472,0.30773,0.4207
-18.0129,17.80275,-4.02923,-0.92491,-0.01626,-0.37983,0.95018,0.0,0.0,nan,0.0,0.00322,0.04388,18.43279,1.67103,0.24111,0.25517,0.40143,0.31892,0.59843,0.40143
-18.08428,17.06285,-2.97029,-0.98939,-0.03479,-0.14109,0.98949,0.0,0.0,nan,0.0,0.00824,0.10344,8.05725,1.87233,0.23515,0.40451,0.85538,0.37087,0.5341,0.85538
-18.05757,16.92243,-1.02325,-0.99975,-0.01028,0.01961,0.99446,0.0,0.0,nan,0.0,0.01312,0.05788,4.17504,1.80288,0.23118,0.34022,0.554,0.98515,0.55467,0.554
-18.02019,16.86091,0.51155,-0.99981,0.00118,0.01933,0.9902,0.0,0.0,nan,0.0,0.00721,0.05119,4.09604,1.84481,0.21816,0.24432,0.79421,1.0,0.54206,0.79421
-18.01962,16.98698,3.24588,-0.98436,0.02083,0.17495,0.97754,0.0,0.0,nan,0.0,0.00864,0.06898,10.7678,3.60576,0.25064,0.62178,0.51717,0.23884,0.27733,0.51717
-18.01264,16.53609,4.03189,-0.93605,0.02056,0.35126,0.936,0.0,0.0,nan,0.0,0.00423,0.03673,17.13663,3.24324,0.25097,0.41682,0.40935,0.30873,0.30833,0.40935
-18.06894,19.314,-4.24845,-0.88143,0.01605,-0.47205,0.91786,0.0,0.0,nan,0.0,0.00393,0.03691,30.031,1.98556,0.23237,0.51165,0.85338,0.33159,0.50364,0.85338
-18.14758,18.95588,-3.073,-0.98161,0.0037,-0.19088,0.96771,0.0,0.0,nan,0.0,0.00494,0.06312,21.93107,1.63898,0.26119,0.46792,0.8318,0.24742,0.61014,0.8318
-18.06328,18.9886,-1.3637,-0.99932,-0.00947,0.03562,0.9976,0.0,0.0,nan,0.0,0.00637,0.03065,4.69317,1.71061,0.22944,0.31796,0.75578,0.94978,0.58459,0.75578
-18.00095,19.48733,1.74946,-0.9994,0.00597,0.03399,0.998,0.0,0.0,nan,0.0,0.00913,0.03676,4.60164,2.04861,0.23262,0.49998,0.52231,0.71293,0.48814,0.52231
-18.01293,18.91816,2.74196,-0.99306,0.02926,0.11389,0.98787,0.0,0.0,nan,0.0,0.01932,0.09883,6.04953,1.95834,0.23079,0.68588,0.56686,0.37921,0.51064,0.56686
-18.106,21.00044,-4.32855,-0.87444,-0.06023,-0.48138,0.92009,0.0,0.0,nan,0.0,0.00361,0.03384,30.79777,1.86749,0.22972,0.519,0.87842,0.37191,0.53548,0.87842
-18.21577,20.98147,-3.05444,-0.97896,-0.05035,-0.19774,0.96356,0.0,0.0,nan,0.0,0.0019,0.04093,25.59336,1.80288,0.25435,0.46846,0.90928,0.21813,0.55467,0.90928
-18.10114,20.97273,-1.09683,-0.99827,-0.03211,0.04926,0.99516,0.0,0.0,nan,0.0,0.01097,0.04541,4.74043,1.63898,0.23023,0.48196,0.69555,0.71292,0.61014,0.69555
-18.03732,21.30948,1.4035,-0.99776,-0.01763,0.0645,0.98919,7e-05,0.00033,0.7,1.0,0.00261,0.05494,4.5658,2.20657,0.2328,0.57063,0.92927,0.28048,0.45319,0.92927
-18.03023,21.07557,2.34529,-0.98835,0.02155,0.15066,0.9826,0.0,0.0,nan,0.0,0.00558,0.06299,7.94741,3.01725,0.23079,0.39429,0.72991,0.28141,0.33143,0.72991
-18.1779,22.86878,-4.34712,-0.90552,-0.03311,-0.42301,0.92901,0.0,0.0,nan,0.0,0.00334,0.05007,20.05358,1.63898,0.23692,0.33387,0.45077,0.21949,0.61014,0.45077
-18.25847,23.04192,-3.01485,-0.99158,-0.00873,-0.12924,0.98625,0.0,0.0,nan,0.0,0.02035,0.08139,9.98601,1.85012,0.25409,0.6333,0.7464,0.47398,0.54051,0.7464
-18.18088,23.02159,-0.98802,-0.99871,-0.02531,0.04396,0.99071,0.0,0.0,nan,0.0,0.00833,0.03488,3.19896,2.12595,0.22951,0.39928,0.53151,0.97237,0.47038,0.53151
-18.08346,22.95007,0.98933,-0.99743,-0.02616,0.06666,0.9904,0.0,0.0,nan,0.0,0.00851,0.03479,3.90106,2.18815,0.23555,0.60723,0.60265,0.60958,0.45701,0.60265
-18.05388,22.96102,2.4485,-0.9774,-0.00405,0.21138,0.98473,0.0,0.0,nan,0.0,0.01106,0.0865,7.13901,1.80288,0.23338,0.572,0.74517,0.28628,0.55467,0.74517
-18.03826,24.88546,-4.10593,-0.9271,0.0521,-0.37117,0.97055,0.00091,0.00456,0.51,1.0,0.01674,0.07994,8.01885,1.9055,0.21631,0.35149,0.82232,0.96879,0.5248,0.82232
-18.30076,24.98802,-3.1,-0.98604,0.02092,-0.16517,0.97977,0.0,0.0,nan,0.0,0.01002,0.0514,7.13371,1.6846,0.24071,0.47349,0.83325,0.71831,0.59361,0.83325
-18.14096,25.02328,-0.96096,-0.99937,-0.02839,0.02109,0.96457,0.0,0.0,nan,0.0,0.00662,0.0786,3.92897,1.90863,0.22918,0.72587,0.86435,0.27622,0.52394,0.86435
-18.1696,25.03677,0.96607,-0.99618,-0.03941,0.07787,0.97075,0.0,0.0,nan,0.0,0.0055,0.03848,3.86162,1.92406,0.23386,0.60603,0.68429,0.35812,0.51973,0.68429
-18.09302,25.01499,2.38713,-0.9729,-0.01397,0.23079,0.98321,0.0,0.0,nan,0.0,0.0049,0.05323,4.32633,2.71986,0.24439,0.40631,0.87165,0.54198,0.36767,0.87165
-18.00783,26.15606,-4.02902,-0.91955,0.04037,-0.39089,0.97146,0.02808,0.14039,0.51,1.0,0.02089,0.09701,7.5442,1.93391,0.21906,0.27562,0.70145,0.98827,0.51709,0.70145
-18.23341,26.99461,-3.05287,-0.97394,0.00097,-0.22678,0.95839,0.00707,0.03537,0.51,1.0,0.01347,0.06889,6.47769,1.94337,0.22146,0.33457,0.46717,0.76507,0.51457,0.46717
-18.29644,26.84867,-1.12809,-0.99871,-0.04724,-0.01873,0.96052,0.0,0.0,nan,0.0,0.00708,0.0569,4.48723,1.9325,0.23056,0.45474,0.76401,0.41423,0.51746,0.76401
-18.2923,27.02431,1.07163,-0.99237,-0.04954,0.11287,0.96143,0.0,0.0,nan,0.0,0.01198,0.06194,3.56051,1.86099,0.23524,0.4897,0.456,0.61694,0.53735,0.456
-18.14248,27.06103,2.38208,-0.95937,-0.02857,0.28072,0.97754,0.0,0.0,nan,0.0,0.00823,0.05708,5.17612,1.82017,0.23757,0.35331,0.51222,0.56597,0.5494,0.51222
-18.26768,28.99099,-2.94688,-0.96776,-0.00174,-0.25186,0.9594,0.00221,0.01107,0.51,1.0,0.01569,0.09817,6.23789,1.97599,0.22528,0.26336,0.63306,0.80132,0.50607,0.63306
-18.41504,29.11244,-0.98962,-0.99901,-0.02686,-0.03536,0.96204,0.0,0.0,nan,0.0,0.01146,0.0757,4.79476,1.90541,0.23517,0.53018,0.72263,0.40478,0.52482,0.72263
-18.41166,29.09167,1.03868,-0.99144,-0.02837,0.12744,0.95819,0.0,0.0,nan,0.0,0.00557,0.05337,7.68822,1.78693,0.22494,0.34614,0.7063,0.37992,0.55962,0.7063
-18.14874,29.00271,2.35706,-0.96182,-0.0503,0.26902,0.98463,0.0,0.0,nan,0.0,0.00647,0.05182,8.52976,2.01916,0.21876,0.37903,0.53487,0.40659,0.49526,0.53487
-18.26496,30.99673,-2.95949,-0.96663,0.01545,-0.25569,0.98493,0.05766,0.28831,0.6,1.0,0.02771,0.10854,6.00021,1.74891,0.23018,0.35647,0.67614,0.95498,0.57178,0.67614
-18.45612,30.96878,-1.0841,-0.99883,0.00848,-0.04755,0.98726,0.0,0.0,nan,0.0,0.01377,0.06097,5.2689,1.8513,0.23799,0.39748,0.508,0.78417,0.54016,0.508
-18.44015,30.97953,1.0509,-0.99538,-0.02605,0.09244,0.98574,0.0,0.0,nan,0.0,0.00566,0.05919,7.37512,1.75182,0.22211,0.36884,0.38909,0.32966,0.57083,0.38909
-18.18213,31.11328,2.77949,-0.93637,-0.06864,0.34423,0.96923,0.0,0.0,nan,0.0,0.00717,0.23987,40.96159,2.23053,0.21671,0.24827,0.84053,0.17782,0.44832,0.84053
-18.00727,31.93483,4.07648,-0.77035,-0.03198,0.63682,0.88919,0.0,0.0,nan,0.0,0.00194,0.0375,38.95561,3.24902,0.23839,0.37886,0.86582,0.22801,0.30778,0.86582
-18.19987,32.98378,-2.85035,-0.95911,0.05101,-0.27838,0.98969,0.05495,0.27476,0.6,1.0,0.0233,0.07106,6.46387,1.77071,0.24369,0.42936,0.54531,1.0,0.56474,0.54531
-18.40697,32.99438,-1.03584,-0.99795,0.0044,-0.06383,0.99425,0.1156,0.20115,0.6,0.88291,0.01163,0.06913,5.16992,1.69952,0.23209,0.25383,0.53809,0.91946,0.5884,0.53809
-18.38645,33.03704,0.96383,-0.9992,-0.03022,0.02609,0.99739,0.01919,0.09594,0.6,1.0,0.01644,0.05597,5.89303,1.68891,0.22046,0.51058,0.69844,0.77035,0.5921,0.69844
-18.37285,33.00979,3.0908,-0.90239,0.0617,0.42649,0.90753,0.0,0.0,nan,0.0,0.01095,0.12338,29.84551,3.32011,0.23972,0.69255,0.91111,0.28236,0.30119,0.91111
-18.09334,32.87952,4.12817,-0.71652,0.07026,0.69402,0.82314,0.0,0.0,nan,0.0,0.00604,0.05381,38.62996,3.41144,0.2554,0.35769,0.53846,0.33002,0.29313,0.53846
-18.25747,34.94134,-2.71376,-0.91649,0.18304,-0.35572,0.94866,0.01774,0.0887,0.6,1.0,0.02373,0.11477,10.04856,1.6857,0.23841,0.64088,0.49951,0.38692,0.59322,0.49951
-18.4226,34.9806,-1.01405,-0.98653,0.10011,-0.12934,0.98665,0.0,0.0,nan,0.0,0.01318,0.07355,8.07262,1.63898,0.24844,0.68258,0.82421,0.42976,0.61014,0.82421
-18.49836,35.00941,1.00623,-0.98542,0.11144,0.12858,0.97146,0.0,0.0,nan,0.0,0.01057,0.07542,8.98189,2.0579,0.23421,0.57373,0.34262,0.29876,0.48593,0.34262
