cx,cy,cz,nx,ny,nz,valid_frac,score,periodic_cover,periodic_period_mm,periodic_straightness,band_score,band_ratio,band_amp_um,peak_freq,spectral_spread,local_coherence,global_coherence,coverage,ridge_period_mm,straightness
-16.53181,1.45652,-2.62031,-0.65577,-0.58017,-0.48309,0.79601,0.0,0.0,nan,0.0,0.01762,0.06099,14.82282,2.05449,0.22656,0.40456,0.55005,0.8105,0.48674,0.55005
-17.013,1.0492,-0.89757,-0.74096,-0.66609,-0.08546,0.74465,0.0,0.0,nan,0.0,0.00457,0.04064,27.71204,1.69993,0.23847,0.46595,0.83153,0.34987,0.58826,0.83153
-16.68236,1.31173,0.81437,-0.73845,-0.53532,0.41002,0.7755,0.0,0.0,nan,0.0,0.00897,0.02304,28.69381,1.65406,0.23446,0.43423,0.48071,0.959,0.60457,0.48071
-16.03852,3.44395,-4.05449,-0.65222,-0.18141,-0.736,0.87448,0.0,0.0,nan,0.0,0.00981,0.04502,33.50072,1.83297,0.23399,0.56491,0.72932,0.40886,0.54556,0.72932
-16.70344,3.05694,-3.03777,-0.82033,-0.14233,-0.55389,0.87753,0.0,0.0,nan,0.0,0.01799,0.12125,24.10132,1.92488,0.2295,0.62155,0.81442,0.32568,0.51951,0.81442
-17.28986,2.99055,-1.03143,-0.99491,-0.05097,-0.08692,0.86275,0.0,0.0,nan,0.0,0.0175,0.06946,31.23095,1.64709,0.24148,0.55434,0.50475,0.48359,0.60713,0.50475
-17.00727,2.98534,1.0673,-0.90972,-0.11109,0.40009,0.88364,0.0,0.0,nan,0.0,0.01239,0.05286,44.44205,2.91441,0.23311,0.59614,0.80541,0.49962,0.34312,0.80541
-16.22496,3.07157,2.29768,-0.82443,-0.29394,0.48365,0.95551,0.0,0.0,nan,0.0,0.01597,0.05176,52.03505,1.64709,0.23516,0.59162,0.59762,0.54172,0.60713,0.59762
-16.1235,3.93697,4.23503,-0.8181,-0.36282,0.44619,0.86403,0.0,0.0,nan,0.0,0.01728,0.05317,44.58284,3.54768,0.24073,0.54816,0.46957,0.61938,0.28187,0.46957
-16.01669,4.61137,-4.01673,-0.76249,-0.02043,-0.64668,0.94141,0.0,0.0,nan,0.0,0.01855,0.06902,47.62601,1.71078,0.23017,0.58943,0.66517,0.47502,0.58453,0.66517
