cx,cy,cz,nx,ny,nz,valid_frac,score,periodic_cover,periodic_period_mm,periodic_straightness,band_score,band_ratio,band_amp_um,peak_freq,spectral_spread,local_coherence,global_coherence,coverage,ridge_period_mm,straightness
-28.01899,11.98757,-0.77712,-0.85268,-0.46382,0.24045,0.83343,0.0,0.0,nan,0.0,0.01044,0.06304,23.43053,2.18251,0.22475,0.48325,0.75463,0.37766,0.45819,0.75463
-28.12959,13.06992,-2.27873,-0.94051,-0.20426,-0.27153,0.88937,0.0,0.0,nan,0.0,0.012,0.04496,24.64382,1.80455,0.23718,0.49269,0.82778,0.77961,0.55416,0.82778
-28.56202,13.22465,-1.07639,-0.96672,-0.24493,0.07391,0.82051,0.0,0.0,nan,0.0,0.00667,0.02867,24.82849,2.16319,0.23238,0.38622,0.7895,0.74465,0.46228,0.7895
-28.08117,14.70955,-2.25502,-0.93858,0.02149,-0.3444,0.9476,0.0,0.0,nan,0.0,0.00945,0.04372,27.56463,3.56737,0.25829,0.57588,0.87888,0.68505,0.28032,0.87888
-28.60793,14.984,-1.03755,-0.99921,-0.03154,-0.02406,0.86016,0.0,0.0,nan,0.0,0.01332,0.03145,24.39838,1.64492,0.23359,0.45814,0.62775,1.0,0.60793,0.62775
-28.20464,15.28842,0.14711,-0.91212,-0.09512,0.39874,0.90537,0.0,0.0,nan,0.0,0.00797,0.04384,26.11454,1.78604,0.23516,0.55374,0.81545,0.44726,0.5599,0.81545
-28.01915,16.04325,-2.62311,-0.86665,0.16326,-0.47144,0.95744,0.0,0.0,nan,0.0,0.01435,0.05892,19.05043,2.85698,0.23671,0.41923,0.86186,1.0,0.35002,0.86186
-28.50001,16.89589,-0.82886,-0.98387,0.10392,-0.14558,0.86592,0.0,0.0,nan,0.0,0.00503,0.02621,28.32667,2.06101,0.22317,0.46686,0.88789,0.78778,0.4852,0.88789
-28.38088,17.00951,0.47025,-0.95001,-0.06763,0.30479,0.86751,0.0,0.0,nan,0.0,0.00394,0.05313,41.13341,2.83118,0.244,0.69056,0.94658,0.30391,0.35321,0.94658
-28.27629,18.7493,-0.19913,-0.96383,0.16766,-0.20717,0.8529,0.0,0.0,nan,0.0,0.00965,0.0336,26.76157,2.46408,0.23204,0.4274,0.56803,0.7225,0.40583,0.56803
-28.73821,19.10954,0.87922,-0.98826,0.06599,0.13781,0.74449,0.0,0.0,nan,0.0,0.0159,0.04439,36.59499,1.6405,0.24097,0.5391,0.65243,0.70091,0.60957,0.65243
-28.01256,19.97874,2.00329,-0.90455,0.12564,0.40743,0.78921,0.0,0.0,nan,0.0,0.01512,0.06303,46.43871,1.6405,0.23649,0.5385,0.61874,0.46472,0.60957,0.61874
-28.48079,20.60474,1.12388,-0.91171,0.40799,0.0483,0.68457,0.0,0.0,nan,0.0,0.009,0.03403,31.34479,1.69082,0.23628,0.39544,0.40427,0.7118,0.59143,0.40427
-28.04565,20.5532,2.12295,-0.89117,0.27326,0.36213,0.74926,0.0,0.0,nan,0.0,0.01965,0.05208,31.87786,2.88794,0.24415,0.43725,0.62068,0.91715,0.34627,0.62068
-26.00701,9.96161,-2.22374,-0.76841,-0.59523,-0.23505,0.93777,0.0,0.0,nan,0.0,0.01086,0.05441,20.50387,1.91354,0.22918,0.40947,0.40238,0.53523,0.52259,0.40238
-26.09008,9.85801,-1.50768,-0.80204,-0.59724,-0.00542,0.92723,0.0,0.0,nan,0.0,0.01202,0.03718,21.10749,1.89418,0.23144,0.41145,0.30168,0.85997,0.52793,0.30168
