cx,cy,cz,nx,ny,nz,valid_frac,score,periodic_cover,periodic_period_mm,periodic_straightness,band_score,band_ratio,band_amp_um,peak_freq,spectral_spread,local_coherence,global_coherence,coverage,ridge_period_mm,straightness
-22.42608,7.49606,5.39312,-0.91626,-0.29752,-0.26824,0.88131,0.0,0.0,nan,0.0,0.00503,0.02,15.22535,3.60383,0.24867,0.58863,0.56322,0.48359,0.27748,0.56322
-22.43167,6.88428,6.97758,-0.94012,-0.34085,0.00116,0.87872,0.0,0.0,nan,0.0,0.0064,0.02834,11.09106,3.42277,0.23475,0.51173,0.49075,0.52094,0.29216,0.49075
-22.31072,7.20471,8.79403,-0.87332,-0.26415,0.40931,0.80796,0.0,0.0,nan,0.0,0.00671,0.05561,18.4674,1.76322,0.24728,0.43914,0.66521,0.30468,0.56714,0.66521
-22.52516,9.41808,3.32607,-0.73065,-0.52866,-0.43205,0.8536,0.0,0.0,nan,0.0,0.00791,0.03208,20.81273,1.82278,0.25364,0.62265,0.59148,0.4343,0.54861,0.59148
-22.77861,8.81923,4.86318,-0.92162,-0.30567,-0.23912,0.83158,0.0,0.0,nan,0.0,0.00942,0.02405,18.64192,3.14142,0.24366,0.6159,0.65471,0.70387,0.31833,0.65471
-22.45781,9.25221,6.95565,-0.99571,-0.03133,0.08702,0.87054,0.0,0.0,nan,0.0,0.01346,0.06816,15.40561,2.02509,0.23296,0.78665,0.79679,0.33364,0.49381,0.79679
-22.19944,8.80109,9.05894,-0.85141,-0.03018,0.52364,0.84025,0.0,0.0,nan,0.0,0.00322,0.05871,31.31507,1.63811,0.24255,0.62881,0.96614,0.30099,0.61046,0.96614
-22.62642,11.36891,1.27102,-0.67395,-0.57383,-0.4653,0.88181,0.0,0.0,nan,0.0,0.01095,0.02413,13.55833,3.4445,0.23331,0.5376,0.70338,0.96823,0.29032,0.70338
-23.15318,10.75961,2.74309,-0.87314,-0.42337,-0.24163,0.81124,0.0,0.0,nan,0.0,0.00728,0.03008,15.91716,1.74007,0.23976,0.50742,0.88415,0.94108,0.57469,0.88415
-22.78057,11.03133,5.02659,-0.99304,-0.08998,0.07605,0.86237,0.0,0.0,nan,0.0,0.00228,0.07367,19.26581,1.65852,0.25302,0.79776,0.98942,0.18339,0.60295,0.98942
-22.32915,10.90027,6.92828,-0.98223,0.03418,0.18452,0.89227,0.0,0.0,nan,0.0,0.00538,0.06018,7.61732,2.05833,0.22789,0.33969,0.67793,0.33205,0.48583,0.67793
-22.08116,10.80415,8.50339,-0.94168,0.04105,0.334,0.91509,0.0,0.0,nan,0.0,0.00257,0.03819,22.53607,2.28224,0.2292,0.5802,0.92442,0.28551,0.43817,0.92442
-22.64928,13.29134,-0.57574,-0.7228,-0.44973,-0.52469,0.93502,0.0,0.0,nan,0.0,0.00953,0.01937,13.4354,2.00861,0.23913,0.59174,0.68238,0.95501,0.49786,0.68238
-23.40117,12.89183,0.83351,-0.8754,-0.35206,-0.33126,0.83835,0.0,0.0,nan,0.0,0.01151,0.03087,17.02756,1.63811,0.24104,0.57192,0.60273,0.72865,0.61046,0.60273
-23.14158,12.91732,2.93731,-0.99122,-0.1213,0.05272,0.8839,0.0,0.0,nan,0.0,0.01067,0.04923,14.69361,3.21027,0.24565,0.7848,0.67086,0.31379,0.3115,0.67086
-22.71143,12.85503,5.09141,-0.97718,-0.01312,0.21201,0.8552,0.0,0.0,nan,0.0,0.00296,0.05597,8.62477,2.24121,0.21682,0.20586,0.42772,0.31602,0.44619,0.42772
-22.29146,12.92925,6.90241,-0.9764,0.00649,0.21587,0.91948,0.0,0.0,nan,0.0,0.01147,0.09507,5.28714,1.85321,0.22786,0.40112,0.67062,0.41439,0.5396,0.67062
