cx,cy,cz,nx,ny,nz,valid_frac,score,periodic_cover,periodic_period_mm,periodic_straightness,band_score,band_ratio,band_amp_um,peak_freq,spectral_spread,local_coherence,global_coherence,coverage,ridge_period_mm,straightness
-16.04312,15.81568,-0.39914,-0.98471,-0.14052,-0.10295,0.99601,0.0,0.0,nan,0.0,0.0103,0.05152,9.80937,1.79034,0.23434,0.38563,0.50544,0.62391,0.55855,0.50544
-16.0644,15.71709,0.9115,-0.98777,-0.15429,0.02255,0.99571,0.0,0.0,nan,0.0,0.01054,0.05039,11.84325,1.6471,0.24013,0.41782,0.69343,0.58491,0.60713,0.69343
-16.05756,15.9025,2.37815,-0.95644,-0.1356,0.25852,0.96381,0.0,0.0,nan,0.0,0.01123,0.04448,15.55492,3.3247,0.24399,0.46647,0.7257,0.61075,0.30078,0.7257
-16.1904,17.01088,-0.83477,-0.98424,-0.04112,-0.17202,0.98528,0.0,0.0,nan,0.0,0.00482,0.04545,14.03071,2.49816,0.2322,0.4017,0.57216,0.30187,0.40029,0.57216
-16.27605,17.00767,1.08257,-0.99521,-0.08785,0.04279,0.99079,0.0,0.0,nan,0.0,0.01624,0.04999,11.75398,1.75091,0.23634,0.52815,0.42321,0.71978,0.57113,0.42321
-16.16341,17.01615,2.6179,-0.94788,-0.07675,0.30924,0.95568,0.0,0.0,nan,0.0,0.0114,0.03388,15.89448,1.81181,0.23796,0.56606,0.45982,0.66949,0.55193,0.45982
-16.25747,18.99823,-0.54701,-0.97888,-0.07369,-0.19068,0.98758,0.0,0.0,nan,0.0,0.00815,0.02582,20.50595,2.40069,0.23869,0.48802,0.51166,0.70988,0.41655,0.51166
-16.24207,19.07163,1.0135,-0.99876,-0.04762,0.01445,0.98808,0.0,0.0,nan,0.0,0.0105,0.03433,20.35611,2.02254,0.24143,0.52053,0.63554,0.64511,0.49443,0.63554
-16.13986,19.35917,2.66506,-0.94073,-0.00056,0.33915,0.97454,0.0,0.0,nan,0.0,0.01193,0.02821,18.87644,2.01363,0.22266,0.57066,0.37772,0.81937,0.49662,0.37772
-16.20454,21.31857,-2.61746,-0.92905,-0.19755,-0.3128,0.99581,0.0,0.0,nan,0.0,0.01001,0.03076,18.3911,2.56072,0.23178,0.56281,0.58286,0.64093,0.39052,0.58286
-16.59239,21.01939,-1.10135,-0.97501,-0.15543,-0.15875,0.97163,0.0,0.0,nan,0.0,0.00833,0.02706,23.13082,2.92124,0.2349,0.44717,0.64854,0.74815,0.34232,0.64854
-16.24437,21.01463,0.88996,-0.99596,-0.04144,0.07968,0.9936,0.0,0.0,nan,0.0,0.01418,0.02805,19.30464,1.87724,0.2335,0.56907,0.46163,0.97999,0.5327,0.46163
