cx,cy,cz,nx,ny,nz,valid_frac,score,periodic_cover,periodic_period_mm,periodic_straightness,band_score
-2.99164,18.93895,-8.39417,-0.03117,0.18689,-0.98189,0.94163,0.0,0.0,nan,0.0,0.01065
-2.95459,19.03089,9.20524,0.02157,-0.05835,0.99806,0.99893,0.0,0.0,nan,0.0,0.00824
-2.99259,21.02222,-8.57244,-0.09779,0.01314,-0.99512,1.00002,0.0,0.0,nan,0.0,0.02129
-3.00425,20.83561,9.66808,0.00736,-0.09081,0.99584,0.99982,0.0,0.0,nan,0.0,0.00588
-2.97318,23.02285,-8.53058,-0.08343,-0.02077,-0.9963,0.99913,0.0,0.0,nan,0.0,0.00808
-2.89867,22.62175,9.66948,-0.00803,-0.1149,0.99335,0.99605,0.0,0.0,nan,0.0,0.01521
-3.08163,23.57847,10.2395,-0.01195,-0.00367,0.99992,0.97291,0.0,0.0,nan,0.0,0.00837
-3.01101,25.03472,-8.75408,-0.07179,-0.11895,-0.9903,1.00072,0.0,0.0,nan,0.0,0.00966
-3.10521,25.19233,9.39916,-0.03713,0.09009,0.99524,0.98145,0.0,0.0,nan,0.0,0.00681
-2.83107,24.49101,10.19424,-0.0417,0.07963,0.99595,0.99377,0.0,0.0,nan,0.0,0.00733
-3.00296,26.9989,-9.01092,-0.05913,-0.16104,-0.98517,1.00072,0.0,0.0,nan,0.0,0.00684
-3.00547,26.92288,9.42605,-0.09801,-0.13348,0.98619,0.94252,0.0,0.0,nan,0.0,0.00619
-3.06226,27.81573,10.10252,-0.08569,-0.30532,0.94839,0.98473,0.0,0.0,nan,0.0,0.00562
-3.03902,28.99385,-9.39086,-0.0269,-0.21668,-0.97587,1.00082,0.0,0.0,nan,0.0,0.01096
-2.01065,28.03128,9.94095,-0.10277,-0.30689,0.94618,0.98384,0.0,0.0,nan,0.0,0.00745
-3.00733,28.86943,10.57503,-0.05168,-0.32899,0.94292,0.98662,0.0,0.0,nan,0.0,0.00308
-2.99852,31.75212,-10.06663,-0.0286,-0.24975,-0.96789,1.00082,0.0,0.0,nan,0.0,0.01776
-3.03679,30.81314,-9.74585,-0.01163,-0.23608,-0.97166,1.00032,0.0,0.0,nan,0.0,0.01936
-2.95634,31.04484,10.84152,-0.01295,-0.10888,0.99397,0.99476,0.0,0.0,nan,0.0,0.01207
-3.00911,33.07353,-10.32828,-0.06836,-0.29552,-0.95289,0.99814,0.0,0.0,nan,0.0,0.00941
-3.03447,33.01388,11.03401,-0.02479,-0.01184,0.99962,0.99456,0.0,0.0,nan,0.0,0.0045
-3.01094,34.84944,-11.12572,-0.11062,-0.20276,-0.97296,0.98622,0.0,0.0,nan,0.0,0.01304
-3.13303,35.14881,11.01545,-0.07477,0.14485,0.98662,0.99754,0.0,0.0,nan,0.0,0.01103
-3.04652,37.16423,-11.19624,-0.06417,0.13132,-0.98926,1.00072,0.0,0.0,nan,0.0,0.00552
-3.81586,37.05247,9.92474,-0.01253,-0.08928,0.99593,0.87807,0.0,0.0,nan,0.0,0.0069
-2.96946,37.02131,10.53626,-0.08125,-0.07631,0.99377,0.97877,0.0,0.0,nan,0.0,0.0076
-3.00259,38.91198,-10.58928,-0.02432,0.04745,-0.99858,0.98672,0.0,0.0,nan,0.0,0.00403
-3.48824,38.47148,-9.99261,-0.00474,0.07687,-0.99703,0.90449,0.0,0.0,nan,0.0,0.00599
-3.11411,38.9136,11.17527,-0.0511,-0.19388,0.97969,0.99764,0.0,0.0,nan,0.0,0.01194
-2.96609,41.01252,-10.85412,-0.01314,-0.06519,-0.99779,0.99804,0.0,0.0,nan,0.0,0.00791
-3.09801,41.03555,11.31663,-0.0214,0.10278,0.99447,0.99575,0.0,0.0,nan,0.0,0.0134
-2.98802,42.93198,-10.93415,-0.04569,-0.03511,-0.99834,1.00092,0.0,0.0,nan,0.0,0.01162
-3.11479,43.05977,10.83847,0.00639,0.01539,0.99986,0.99337,0.0,0.0,nan,0.0,0.01283
-3.07923,45.11187,-11.0874,-0.01654,0.05041,-0.99859,0.99943,0.0,0.0,nan,0.0,0.00796
-2.92093,44.88674,11.15354,0.05597,-0.11612,0.99166,0.99833,0.0,0.0,nan,0.0,0.00647
-2.99683,46.9668,-10.83933,0.00428,0.04622,-0.99892,0.99943,0.0,0.0,nan,0.0,0.00643
-3.01511,47.03169,11.43384,0.01852,0.08329,0.99635,0.96755,0.0,0.0,nan,0.0,0.0161
-3.05805,48.99471,-11.14421,-0.0226,-0.02949,-0.99931,0.99009,0.0,0.0,nan,0.0,0.00946
-3.00224,49.01981,10.88966,-0.02254,0.07736,0.99675,0.99009,0.0,0.0,nan,0.0,0.00873
-3.00783,51.17598,-10.9764,-0.03226,0.10462,-0.99399,0.99913,0.0,0.0,nan,0.0,0.00541
-2.69207,51.87051,-9.83199,-0.04797,0.07315,-0.99617,0.87857,0.0,0.0,nan,0.0,0.00335
-3.02332,51.14829,10.90188,-0.0164,0.02118,0.99964,1.00022,0.0,0.0,nan,0.0,0.00614
-3.16018,53.09203,-10.47596,-0.0192,-0.05867,-0.99809,0.99148,0.0,0.0,nan,0.0,0.00374
-2.75383,52.47829,-9.71073,-0.03075,0.01461,-0.99942,0.84828,0.0,0.0,nan,0.0,0.00319
-3.01546,52.91688,10.97391,-0.02455,-0.02629,0.99935,0.99953,0.0,0.0,nan,0.0,0.00804
-3.06418,55.04108,-10.74808,-0.0312,-0.02103,-0.99929,0.99575,0.0,0.0,nan,0.0,0.00563
-3.01125,55.03494,10.92375,0.00263,0.07243,0.99737,1.00002,0.0,0.0,nan,0.0,0.00405
-2.99441,57.02908,-10.65298,-0.04043,0.02739,-0.99881,0.99953,0.0,0.0,nan,0.0,0.00614
-2.17195,57.92821,9.92476,-0.04053,0.16966,0.98467,0.98314,0.0,0.0,nan,0.0,0.00997
-2.94642,57.10576,10.73397,-0.0259,0.18153,0.98304,0.99943,0.0,0.0,nan,0.0,0.00412
-3.02423,59.04605,-11.01304,-0.08302,-0.03314,-0.996,0.98979,0.0,0.0,nan,0.0,0.01313
-2.74599,58.90656,9.61473,-0.06585,0.23835,0.96895,0.9743,0.0,0.0,nan,0.0,0.0072
-3.31939,59.19706,10.12838,-0.03937,0.23639,0.97086,0.99655,0.0,0.0,nan,0.0,0.00663
-2.97183,61.03942,-10.91644,-0.14882,0.08379,-0.98531,0.99843,0.0,0.0,nan,0.0,0.01112
-3.80003,61.93824,-9.93876,-0.13842,0.04663,-0.98928,0.95146,0.0,0.0,nan,0.0,0.00863
-2.86478,61.46602,9.77912,-0.05254,0.045,0.9976,0.99963,0.0,0.0,nan,0.0,0.00572
-3.29416,60.52591,10.12216,-0.01499,0.13256,0.99106,1.00062,0.0,0.0,nan,0.0,0.00527
-2.96585,63.10743,-10.81285,-0.17622,-0.07645,-0.98138,1.00052,0.0,0.0,nan,0.0,0.01188
-3.87322,62.00966,-9.9724,-0.135,0.04106,-0.98999,0.95613,0.0,0.0,nan,0.0,0.00873
-2.89338,62.77326,9.99796,-0.06333,0.03351,0.99743,0.99605,0.0,0.0,nan,0.0,0.00665
-3.0278,63.19105,10.13975,-0.06391,0.05014,0.9967,0.97857,0.0,0.0,nan,0.0,0.00709
-3.04312,64.93796,-11.04123,-0.13036,0.06377,-0.98941,0.96805,0.0,0.0,nan,0.0,0.01192
-3.03331,65.07132,9.53848,-0.11262,0.12389,0.98588,0.99873,0.0,0.0,nan,0.0,0.01565
-2.08991,64.05803,10.02532,-0.06451,0.0708,0.9954,0.99684,0.0,0.0,nan,0.0,0.01255
-3.12721,66.88315,-10.54089,-0.09308,0.12539,-0.98773,0.99397,0.0,0.0,nan,0.0,0.00565
-2.67163,67.51222,-9.66376,-0.10978,0.04024,-0.99314,0.86447,0.0,0.0,nan,0.0,0.00379
-3.05108,66.925,9.65322,-0.04904,0.11566,0.99208,0.98572,0.0,0.0,nan,0.0,0.00855
-2.96409,69.01323,-10.77992,-0.07868,-0.12471,-0.98907,0.99158,0.0,0.0,nan,0.0,0.0046
-2.49382,68.30434,-9.72683,-0.10634,-0.12373,-0.9866,0.89118,0.0,0.0,nan,0.0,0.00514
-3.37604,69.84097,7.83855,-0.04183,0.30764,0.95058,0.94024,0.0,0.0,nan,0.0,0.00581
-3.18731,69.06651,9.09424,-0.01544,0.31753,0.94812,0.99347,0.0,0.0,nan,0.0,0.00797
-2.99983,71.10461,-10.75802,-0.06097,0.15877,-0.98543,0.97818,0.0,0.0,nan,0.0,0.01075
-3.25496,70.85117,7.55355,-0.04787,0.26028,0.96435,0.93915,0.0,0.0,nan,0.0,0.00567
-2.71681,71.22697,8.21197,-0.04101,0.25502,0.96607,0.99953,0.0,0.0,nan,0.0,0.00624
-2.80185,73.40235,-10.0009,-0.09183,0.12987,-0.98727,0.99923,0.0,0.0,nan,0.0,0.00947
-3.17368,73.15346,-9.75307,-0.08888,0.14832,-0.98494,0.98374,0.0,0.0,nan,0.0,0.00896
-3.16606,73.3769,7.5338,-0.0325,0.44681,0.89404,0.9885,0.0,0.0,nan,0.0,0.01944
-2.86848,72.52012,8.30263,-0.06357,0.28239,0.95719,0.96487,0.0,0.0,nan,0.0,0.0085
-2.76618,75.12969,-10.21751,-0.07846,0.15289,-0.98512,0.98344,0.0,0.0,nan,0.0,0.00604
-3.39132,74.56292,-9.8212,-0.07114,0.11239,-0.99111,1.00032,0.0,0.0,nan,0.0,0.00438
-3.06669,75.40534,5.76025,-0.02519,0.38761,0.92148,0.94461,0.0,0.0,nan,0.0,0.01209
-2.9603,74.66691,6.47417,-0.0226,0.44724,0.89413,0.96705,0.0,0.0,nan,0.0,0.01055
-3.00708,77.05724,-9.36722,-0.00624,0.53185,-0.84682,0.96159,0.0,0.0,nan,0.0,0.00389
-3.1869,77.70533,5.35721,-0.07134,0.66517,0.74327,0.95017,0.0,0.0,nan,0.0,0.00823
-2.86122,76.85458,6.17147,-0.07534,0.43962,0.89502,0.96795,0.0,0.0,nan,0.0,0.01123
-3.07763,78.20486,-8.24911,0.05249,0.77259,-0.63273,0.99486,0.0,0.0,nan,0.0,0.01051
-2.98879,78.92558,-7.01363,0.06671,0.86462,-0.49797,0.99933,0.00341,0.01707,0.7,1.0,0.02121
-2.90423,79.7355,-5.33988,0.07289,0.93102,-0.35761,0.99734,0.00087,0.00437,0.7,1.0,0.0101
-2.55346,79.83286,1.89752,-0.06494,0.8994,0.43227,0.99397,0.0,0.0,nan,0.0,0.00603
-2.93337,79.12993,2.99541,-0.05413,0.88505,0.46233,1.00022,0.0,0.0,nan,0.0,0.0061
-2.7721,78.34267,4.51994,-0.04383,0.82532,0.56296,0.97798,0.0,0.0,nan,0.0,0.00873
-3.17998,80.07588,-4.33982,0.06196,0.96216,-0.26533,0.99426,0.0,0.0,nan,0.0,0.00895
-2.98615,80.33327,-3.02157,0.04879,0.98688,-0.1539,0.98761,0.0,0.0,nan,0.0,0.00823
-3.02337,80.47813,-1.04365,0.00642,0.99926,0.03783,0.97897,0.0,0.0,nan,0.0,0.00404
-3.06013,80.34483,1.09086,-0.09607,0.94111,0.32416,0.97073,0.0,0.0,nan,0.0,0.00604
-3.57046,80.02699,2.06625,-0.06668,0.90922,0.41094,0.97599,0.0,0.0,nan,0.0,0.00941
-1.18466,1.8651,-8.29123,0.00862,-0.8746,-0.48477,0.99297,0.0,0.0,nan,0.0,0.00301
-0.98591,1.28628,-7.01773,-0.00177,-0.9236,-0.38336,0.98185,0.0,0.0,nan,0.0,0.00213
-1.03626,0.67276,-5.11199,-0.0126,-0.97575,-0.21851,0.9749,0.0,0.0,nan,0.0,0.0093
-1.01914,0.43863,-2.96573,-0.04437,-0.99493,-0.0902,0.97887,0.0,0.0,nan,0.0,0.01023
-1.02336,0.27232,-0.94988,-0.06034,-0.99675,0.05342,0.99287,0.0,0.0,nan,0.0,0.01164
-0.97571,0.56805,1.18253,-0.05872,-0.93308,0.35485,0.98254,0.0,0.0,nan,0.0,0.00774
-1.0041,1.39066,2.78824,-0.01167,-0.77476,0.63215,0.98096,0.0,0.0,nan,0.0,0.00616
-0.9697,3.43714,-10.48412,0.06815,-0.51966,-0.85165,0.95504,0.0,0.0,nan,0.0,0.0044
-0.92425,2.52393,-9.26924,0.03004,-0.7485,-0.66245,0.97798,0.0,0.0,nan,0.0,0.00727
-0.96988,2.52036,3.88874,0.00028,-0.64798,0.76166,0.99317,0.0,0.0,nan,0.0,0.00728
-0.9581,3.33551,4.49126,-0.01674,-0.55133,0.83412,0.99228,0.0,0.0,nan,0.0,0.00889
-0.99391,4.98763,-11.12216,0.13562,-0.29627,-0.94543,0.96626,0.0,0.0,nan,0.0,0.00689
-0.76044,4.88829,5.31414,-0.01608,-0.49062,0.87123,1.00062,0.0,0.0,nan,0.0,0.00849
-0.94498,6.95842,-11.51702,0.15983,-0.04312,-0.9862,0.975,0.0,0.0,nan,0.0,0.00494
-1.22492,6.24104,5.68856,0.01719,-0.42433,0.90534,0.99913,0.0,0.0,nan,0.0,0.01093
-1.00195,6.97837,6.54834,-0.00325,-0.35047,0.93657,0.99555,0.0,0.0,nan,0.0,0.00604
-1.04007,9.17599,-10.82735,0.07175,-0.05341,-0.99599,0.99109,0.0,0.0,nan,0.0,0.00297
-0.99816,9.21588,6.60413,-0.08077,-0.22764,0.97039,0.9894,0.0,0.0,nan,0.0,0.00996
-0.96599,10.9918,-11.42874,0.02469,-0.01241,-0.99962,0.98691,0.0,0.0,nan,0.0,0.00853
-1.02217,10.80781,7.40712,-0.0421,-0.41967,0.9067,0.99545,0.0,0.0,nan,0.0,0.00977
-0.97551,11.79633,8.13143,-0.004,-0.39847,0.91717,0.99248,0.0,0.0,nan,0.0,0.01625
-0.98922,13.21076,-11.09722,-0.00866,0.41708,-0.90883,0.99118,0.0,0.0,nan,0.0,0.00886
-0.98154,12.97231,8.60402,0.03663,-0.24026,0.97002,0.97202,0.0,0.0,nan,0.0,0.01143
-1.21847,14.061,-10.06417,-0.02841,0.42128,-0.90648,0.98691,0.0,0.0,nan,0.0,0.01033
-1.02072,14.98251,-9.58865,-0.06645,0.32608,-0.943,0.96785,0.0,0.0,nan,0.0,0.00749
-1.4953,14.90037,7.96269,0.07282,-0.14397,0.9869,0.94729,0.0,0.0,nan,0.0,0.00642
-0.9716,15.00665,8.37177,0.08399,-0.15228,0.98476,0.99059,0.0,0.0,nan,0.0,0.00717
-1.00078,17.01104,-9.50308,-0.15173,0.20093,-0.96778,0.99992,0.0,0.0,nan,0.0,0.01274
-1.04898,16.90946,8.96323,0.0742,-0.19481,0.97803,0.99923,0.0,0.0,nan,0.0,0.01383
-0.98922,18.98133,-9.14703,-0.20687,0.13332,-0.96924,1.00092,0.0,0.0,nan,0.0,0.01477
-1.03857,19.15069,9.54478,0.01593,-0.08204,0.9965,0.99585,0.0,0.0,nan,0.0,0.00751
-1.00006,21.04537,-9.07782,-0.16916,0.04035,-0.98476,1.00072,0.0,0.0,nan,0.0,0.00759
-1.11426,21.00278,9.74294,0.05374,-0.09178,0.99433,0.99416,0.0,0.0,nan,0.0,0.00728
-1.00656,22.9792,-8.85608,-0.13499,0.01842,-0.99068,1.00062,0.0,0.0,nan,0.0,0.0086
-1.05422,22.63331,9.70802,0.09962,-0.17095,0.98023,0.99843,0.0,0.0,nan,0.0,0.00992
-1.08459,23.56108,10.2762,0.03356,-0.11674,0.9926,0.95881,0.0,0.0,nan,0.0,0.00865
-1.03595,24.98684,-8.98727,-0.09456,-0.08741,-0.99167,1.00062,0.0,0.0,nan,0.0,0.00971
-1.32395,25.81766,9.75033,-0.16184,0.0139,0.98672,0.98384,0.0,0.0,nan,0.0,0.01146
-0.94415,24.87701,10.39764,-0.09987,-0.01368,0.99491,0.95345,0.0,0.0,nan,0.0,0.00864
-1.01973,26.96257,-9.23199,-0.07806,-0.14852,-0.98582,1.00092,0.0,0.0,nan,0.0,0.01598
-1.25414,26.90599,9.70237,-0.16533,-0.12584,0.97818,0.97043,0.0,0.0,nan,0.0,0.00779
-0.451,27.33252,10.24375,-0.10884,-0.15286,0.98224,0.99724,0.0,0.0,nan,0.0,0.00679
-0.10915,29.92272,-10.02051,-0.24324,-0.28468,-0.92725,1.00002,0.0,0.0,nan,0.0,0.01322
-1.00156,29.03185,-9.43937,-0.13056,-0.24172,-0.96152,0.99605,0.0,0.0,nan,0.0,0.01413
-1.49347,28.04959,9.86332,-0.09898,-0.28227,0.95421,0.98155,0.0,0.0,nan,0.0,0.00436
-0.96593,28.84712,10.61175,-0.04522,-0.25483,0.96593,0.99893,0.0,0.0,nan,0.0,0.00201
-0.80818,31.21314,-10.19643,-0.20812,-0.25712,-0.9437,0.99992,0.0,0.0,nan,0.0,0.01521
-1.41111,30.35155,-9.85522,-0.13593,-0.25133,-0.95831,1.00102,0.0,0.0,nan,0.0,0.00785
-1.00997,31.00692,10.87601,0.00124,-0.10698,0.99426,0.99456,0.0,0.0,nan,0.0,0.00852
-0.96582,33.10831,-10.60025,-0.14099,-0.27782,-0.95023,0.99843,0.0,0.0,nan,0.0,0.01279
-1.00251,33.00219,11.06474,0.0555,-0.04323,0.99752,0.99923,0.0,0.0,nan,0.0,0.0046
-1.05972,34.90491,-11.42591,-0.04035,-0.15961,-0.98636,0.98374,0.0,0.0,nan,0.0,0.01782
-0.9857,35.07965,11.25883,0.0148,0.06097,0.99803,0.98681,0.0,0.0,nan,0.0,0.00865
-0.99982,37.13239,-11.40957,-0.04719,0.11728,-0.99198,0.99397,0.0,0.0,nan,0.0,0.00867
-1.04973,36.92235,10.94216,-0.04589,-0.04733,0.99782,0.99118,0.00049,0.00247,0.7,1.0,0.01052
-0.97327,39.01751,-10.92499,-0.09076,0.03531,-0.99525,0.99903,0.0,0.0,nan,0.0,0.00634
-1.01345,38.91523,11.43309,0.02874,-0.11905,0.99247,0.97907,0.0,0.0,nan,0.0,0.01219
-1.04226,40.97764,-10.9825,-0.05686,-0.04079,-0.99755,1.00032,0.0,0.0,nan,0.0,0.00878
-0.86516,40.96009,11.22042,0.02931,0.10288,0.99426,0.99992,0.0,0.0,nan,0.0,0.0143
-1.00395,42.95878,-10.91146,-0.04413,-0.05445,-0.99754,1.00052,0.0,0.0,nan,0.0,0.00847
-1.0635,43.16067,11.2928,0.01385,0.03532,0.99928,0.99843,0.0,0.0,nan,0.0,0.01045
-1.02916,45.05164,-11.26785,-0.07782,0.03686,-0.99629,0.99794,0.0,0.0,nan,0.0,0.01346
-0.96986,44.91644,11.35747,0.07476,-0.04368,0.99624,0.9886,0.0,0.0,nan,0.0,0.00677
-1.01108,46.67636,-10.6023,-0.11455,0.04544,-0.99238,0.97937,0.0,0.0,nan,0.0,0.00648
-1.31721,46.95192,-9.96865,-0.10381,0.03316,-0.99404,0.86308,0.0,0.0,nan,0.0,0.0038
-0.89915,46.97702,10.86957,0.17052,0.10896,0.97931,0.99307,0.0,0.0,nan,0.0,0.00885
-1.05535,48.97962,-10.96111,-0.09878,-0.03357,-0.99454,1.00012,0.0,0.0,nan,0.0,0.00838
-0.12206,49.1091,9.81728,0.16174,-0.01827,0.98666,0.91392,0.0,0.0,nan,0.0,0.00662
-0.8878,48.9973,10.77739,0.18792,0.02093,0.98196,0.99833,0.0,0.0,nan,0.0,0.00895
-1.10429,51.04187,-11.10039,-0.15034,0.09915,-0.98365,0.99635,0.0,0.0,nan,0.0,0.00794
-1.94993,51.96441,-9.9063,-0.11857,0.06879,-0.99056,0.88254,0.0,0.0,nan,0.0,0.00439
-0.96232,51.10505,10.99653,0.08043,-0.07696,0.99378,0.99744,0.0,0.0,nan,0.0,0.01203
-1.0792,52.92744,-10.97051,-0.1907,-0.04984,-0.98038,0.99784,0.0,0.0,nan,0.0,0.00438
-1.96807,52.09465,-9.94761,-0.11679,0.05517,-0.99162,0.89029,0.0,0.0,nan,0.0,0.00491
-0.98642,52.93884,11.05296,0.02115,-0.00229,0.99977,0.99913,0.0,0.0,nan,0.0,0.00879
-1.05617,54.98066,-11.26123,-0.12451,0.02548,-0.99189,0.98473,0.0,0.0,nan,0.0,0.00993
-0.89937,55.08282,10.77179,0.04578,0.0864,0.99521,0.99943,0.0,0.0,nan,0.0,0.00527
-1.00054,56.96668,-10.51074,-0.08998,0.0262,-0.9956,0.98662,0.0,0.0,nan,0.0,0.01071
-0.99182,56.99322,10.92958,-0.01429,0.11173,0.99364,0.99397,0.0,0.0,nan,0.0,0.00534
-1.01321,58.9859,-11.09176,-0.09652,-0.05131,-0.99401,1.00022,0.0,0.0,nan,0.0,0.01064
-1.9138,59.52108,9.9908,-0.08762,0.23382,0.96832,1.00012,0.0,0.0,nan,0.0,0.00831
-1.02593,59.08734,10.66932,-0.08866,0.17912,0.97983,0.98562,0.0,0.0,nan,0.0,0.00829
-1.00349,61.09363,-11.07726,-0.09972,0.04441,-0.99402,0.99893,0.0,0.0,nan,0.0,0.00796
-1.04197,61.04616,9.87318,-0.09088,0.12429,0.98808,0.99168,0.0,0.0,nan,0.0,0.00754
-1.10088,60.85524,10.02279,-0.10026,0.13736,0.98543,0.99784,0.0,0.0,nan,0.0,0.00662
-1.03697,62.89312,-10.85572,-0.08244,-0.04117,-0.99575,0.99972,0.0,0.0,nan,0.0,0.01079
-1.13936,62.74997,9.64474,-0.06901,0.00957,0.99757,0.99774,0.0,0.0,nan,0.0,0.0079
-0.66675,63.3335,10.07543,-0.08452,0.02993,0.99597,0.99655,0.0,0.0,nan,0.0,0.00922
-0.97492,65.04945,-11.25168,-0.05473,0.0945,-0.99402,0.97788,0.0,0.0,nan,0.0,0.00747
-1.07575,65.20831,9.64904,-0.05142,0.16189,0.98547,0.99784,0.0,0.0,nan,0.0,0.01341
-0.80656,64.31271,10.10251,-0.06677,0.09662,0.99308,0.9896,0.0,0.0,nan,0.0,0.01385
-0.87382,66.89087,-10.59023,-0.09073,0.13984,-0.98601,0.99267,0.0,0.0,nan,0.0,0.00856
-1.68907,67.50063,-9.75664,-0.08706,0.0431,-0.99527,0.87341,0.0,0.0,nan,0.0,0.00715
-0.85852,67.22502,9.48071,0.00867,0.16776,0.98579,0.99903,0.0,0.0,nan,0.0,0.01122
-0.97904,69.04573,-10.75061,-0.08267,-0.07817,-0.99351,0.99436,0.0,0.0,nan,0.0,0.01002
-1.74226,68.26609,-9.87041,-0.07375,-0.09243,-0.99298,0.91323,0.0,0.0,nan,0.0,0.00824
-1.01456,68.89373,9.03243,0.01606,0.31698,0.94829,0.99257,0.0,0.0,nan,0.0,0.00723
-0.95649,71.12234,-10.82667,-0.00188,0.17461,-0.98464,0.97996,0.0,0.0,nan,0.0,0.00994
-0.61673,71.28229,7.69055,-0.03981,0.16966,0.9847,0.96616,0.0,0.0,nan,0.0,0.00592
-1.22734,70.69492,8.31032,-0.02705,0.18579,0.98222,0.99734,0.0,0.0,nan,0.0,0.00771
-0.95562,73.00502,-10.4754,-0.03323,0.13482,-0.99031,0.99764,0.0,0.0,nan,0.0,0.00584
-1.72168,73.65712,-9.98628,-0.06848,0.09926,-0.9927,0.99972,0.0,0.0,nan,0.0,0.01051
-1.17203,73.70657,7.68695,-0.11757,0.45703,0.88165,0.98235,0.0,0.0,nan,0.0,0.0182
-0.94173,72.87994,8.48903,-0.07221,0.28425,0.95603,0.94501,0.0,0.0,nan,0.0,0.01066
-0.94693,74.9687,-10.32118,-0.04421,0.1698,-0.98449,0.97589,0.0,0.0,nan,0.0,0.00531
-1.59676,75.77711,-9.99444,-0.05117,0.2868,-0.95662,0.97232,0.0,0.0,nan,0.0,0.01137
-1.97322,75.09904,5.98122,-0.11237,0.37173,0.92151,0.92475,0.0,0.0,nan,0.0,0.01416
-0.98855,74.92459,6.75702,-0.16076,0.46154,0.87243,0.99367,0.0,0.0,nan,0.0,0.02083
-1.01995,77.09518,-9.29583,0.02396,0.62072,-0.78366,0.98493,0.0,0.0,nan,0.0,0.01246
-1.24699,77.93325,3.40808,-0.10647,0.87946,0.46391,0.90141,0.0,0.0,nan,0.0,0.0062
-0.99867,77.94178,5.97269,-0.10866,0.65375,0.74887,0.87291,0.0,0.0,nan,0.0,0.00808
-1.0317,76.98292,6.41997,-0.11429,0.42724,0.89688,0.94153,0.0,0.0,nan,0.0,0.00835
-1.15514,78.09786,-8.14355,0.04898,0.79241,-0.60802,0.99814,0.0,0.0,nan,0.0,0.0101
-1.04414,78.74387,-7.00344,0.06883,0.87069,-0.48699,0.99982,0.01498,0.01498,0.7,0.72093,0.01625
-0.91218,79.65903,-5.0957,0.08151,0.93699,-0.33972,0.99814,0.00076,0.0038,0.7,1.0,0.01833
-0.33244,79.9659,-3.87882,0.07912,0.96488,-0.2505,0.99536,0.0,0.0,nan,0.0,0.01491
-1.81994,79.93784,1.93781,-0.06853,0.89542,0.43991,0.98115,0.0,0.0,nan,0.0,0.00623
-1.07227,79.02011,3.00386,-0.07253,0.87869,0.47185,0.99565,0.0,0.0,nan,0.0,0.005
-1.0538,78.30003,5.04225,-0.10035,0.7922,0.60195,0.96517,0.0,0.0,nan,0.0,0.0094
-1.71519,80.0212,-4.10226,0.07538,0.96328,-0.2577,0.99347,0.00185,0.00924,0.6,1.0,0.01607
-0.98133,80.19737,-3.00049,0.06426,0.98153,-0.18022,0.99148,0.0,0.0,nan,0.0,0.00942
-1.03231,80.37267,-1.06919,0.0296,0.99893,-0.03554,0.9889,0.0,0.0,nan,0.0,0.01248
-1.04957,80.31534,1.06327,-0.04037,0.95857,0.28198,0.96884,0.0,0.0,nan,0.0,0.00689
-0.77905,80.15186,2.25682,-0.07181,0.88482,0.46037,0.96576,0.0,0.0,nan,0.0,0.00396
1.16874,1.8221,-8.4083,-0.05006,-0.83206,-0.55243,0.96993,0.0,0.0,nan,0.0,0.00213
1.00962,1.29063,-7.02983,-0.05093,-0.93084,-0.36187,0.9891,0.0,0.0,nan,0.0,0.01191
1.11573,0.59556,-4.99646,-0.04864,-0.97132,-0.23274,0.97043,0.0,0.0,nan,0.0,0.00733
0.97344,0.29792,-2.92859,-0.05974,-0.99266,-0.10513,0.97093,0.0,0.0,nan,0.0,0.0116
1.03653,0.1174,-0.95321,-0.06246,-0.9971,0.04342,0.98016,0.0,0.0,nan,0.0,0.01154
0.96651,0.41465,1.07104,-0.02582,-0.92083,0.38912,0.96815,0.0,0.0,nan,0.0,0.00354
0.9545,1.35503,2.62791,0.01159,-0.77384,0.63327,0.98801,0.0,0.0,nan,0.0,0.00425
0.70138,3.40048,-10.21804,0.05581,-0.47663,-0.87733,0.95315,0.0,0.0,nan,0.0,0.00289
0.97562,2.54358,-9.68426,0.00286,-0.6467,-0.76274,0.95682,0.0,0.0,nan,0.0,0.0037
1.23728,2.47112,3.32488,0.00739,-0.68825,0.72543,1.00012,0.0,0.0,nan,0.0,0.0059
0.98049,3.25526,4.52911,0.00666,-0.59561,0.80325,0.99446,0.0,0.0,nan,0.0,0.00842
0.97926,5.17064,-10.37531,0.09831,-0.23406,-0.96724,0.99585,0.0,0.0,nan,0.0,0.00259
1.3468,4.42586,-9.71476,0.03248,-0.29019,-0.95642,0.96894,0.0,0.0,nan,0.0,0.0053
0.88029,4.83754,5.65128,-0.01215,-0.45511,0.89035,0.98711,0.0,0.0,nan,0.0,0.00853
1.20635,5.93026,6.08686,0.00996,-0.41691,0.90889,0.99426,0.0,0.0,nan,0.0,0.01208
1.05789,7.52889,-10.51632,0.02316,-0.09854,-0.99486,0.97381,0.0,0.0,nan,0.0,0.00461
1.37818,6.85705,-9.91744,0.0055,-0.15638,-0.98768,0.89784,0.0,0.0,nan,0.0,0.00483
0.8389,6.00461,5.95024,-0.00118,-0.42247,0.90638,0.99824,0.0,0.0,nan,0.0,0.01242
1.01785,6.96494,6.66223,0.01755,-0.36691,0.93009,0.99039,0.0,0.0,nan,0.0,0.00713
