cx,cy,cz,nx,ny,nz,valid_frac,score,periodic_cover,periodic_period_mm,periodic_straightness,band_score
-17.16559,44.98199,9.6426,-0.36882,0.0236,0.9292,0.98632,0.0,0.0,nan,0.0,0.00706
-16.07368,44.31728,10.03568,-0.32721,-0.02326,0.94466,0.98483,0.0,0.0,nan,0.0,0.00851
-17.11468,47.05347,-9.09809,-0.29826,0.08949,-0.95028,0.9745,0.0,0.0,nan,0.0,0.00938
-16.98798,47.03558,9.11746,-0.36936,0.03924,0.92846,0.99565,0.0,0.0,nan,0.0,0.00714
-16.02371,47.19273,10.00004,-0.32944,0.04384,0.94316,0.99248,0.0,0.0,nan,0.0,0.00728
-16.87542,48.88308,-8.64733,-0.30139,0.04042,-0.95264,0.99972,0.0,0.0,nan,0.0,0.00594
-17.3954,49.35193,-7.72939,-0.29967,-0.00555,-0.95403,0.94143,0.0,0.0,nan,0.0,0.00581
-17.02465,48.89927,9.35264,-0.34058,-0.00915,0.94017,0.99387,0.0,0.0,nan,0.0,0.01033
-17.05309,50.91933,-9.00234,-0.3144,0.01867,-0.94911,0.99406,0.0,0.0,nan,0.0,0.00682
-17.68299,50.39935,-7.87685,-0.3022,0.00717,-0.95322,0.99188,0.0,0.0,nan,0.0,0.01061
-16.94804,50.73342,8.9849,-0.3225,-0.01275,0.94648,0.99516,0.0,0.0,nan,0.0,0.00211
-16.95396,53.0583,-8.42748,-0.36899,-0.03426,-0.9288,0.99585,0.0,0.0,nan,0.0,0.00368
-17.64959,53.12865,-7.73528,-0.33604,0.00026,-0.94185,0.95484,0.0,0.0,nan,0.0,0.00486
-17.00728,52.92736,9.51878,-0.32064,-0.08583,0.94331,0.99327,0.0,0.0,nan,0.0,0.00226
-16.62494,55.14974,-8.5735,-0.37551,-0.10389,-0.92098,0.99873,0.0,0.0,nan,0.0,0.0081
-16.98153,54.96099,9.4573,-0.32115,0.00497,0.94702,0.9885,0.0,0.0,nan,0.0,0.00863
-17.06759,57.02173,-8.96884,-0.32279,-0.01912,-0.94628,0.99893,0.0,0.0,nan,0.0,0.00363
-16.94299,57.0169,9.46159,-0.29419,0.12115,0.94804,0.99794,0.0,0.0,nan,0.0,0.00452
-17.05246,58.95385,-9.05047,-0.28166,-0.04478,-0.95847,0.99992,0.0,0.0,nan,0.0,0.00566
-17.09778,59.09377,9.34417,-0.29952,0.19114,0.93475,0.98354,0.0,0.0,nan,0.0,0.00907
-16.94327,60.9479,-9.00623,-0.26752,0.05741,-0.96184,0.99138,0.0,0.0,nan,0.0,0.01225
-17.95915,61.14276,7.9575,-0.41853,0.09299,0.90343,0.99863,0.0,0.0,nan,0.0,0.01271
-17.0455,60.90409,8.67472,-0.30952,0.11707,0.94366,0.99734,0.0,0.0,nan,0.0,0.0078
-16.94818,63.02334,-8.74882,-0.2672,0.04849,-0.96242,0.99436,0.0,0.0,nan,0.0,0.00879
-17.28277,63.34649,7.78754,-0.3897,0.21312,0.89594,0.98969,0.0,0.0,nan,0.0,0.01758
-16.84245,62.89075,8.47935,-0.30827,0.15835,0.93803,0.99873,0.0,0.0,nan,0.0,0.00957
-17.02006,65.00489,-9.049,-0.28885,0.05789,-0.95562,0.96527,0.0,0.0,nan,0.0,0.01275
-17.22091,65.03225,7.55966,-0.40827,0.11092,0.9061,0.97818,0.0,0.0,nan,0.0,0.00719
-16.55523,64.34138,8.1728,-0.33816,0.1992,0.91976,0.99327,0.0,0.0,nan,0.0,0.01451
-16.76578,66.83417,-8.50478,-0.27089,0.11424,-0.95581,0.99496,0.0,0.0,nan,0.0,0.01076
-17.30605,67.39676,-7.66498,-0.33277,0.07762,-0.93981,0.9457,0.0,0.0,nan,0.0,0.01194
-17.62268,66.92699,7.93825,-0.4128,0.11669,0.90332,0.97043,0.0,0.0,nan,0.0,0.01248
-16.66025,67.08294,8.2557,-0.31762,0.11055,0.94175,0.9748,0.0,0.0,nan,0.0,0.01561
-16.95495,69.0219,-8.52793,-0.29867,-0.09206,-0.94991,0.99337,0.0,0.0,nan,0.0,0.00927
-17.33904,68.30058,-7.87968,-0.32023,-0.02509,-0.94701,0.96209,0.0,0.0,nan,0.0,0.00719
-17.08526,69.10004,7.06238,-0.38357,0.34385,0.85711,0.99079,0.0,0.0,nan,0.0,0.02172
-16.35475,68.42513,8.13023,-0.27167,0.32776,0.90486,0.95901,0.0,0.0,nan,0.0,0.01171
-17.10538,70.96452,-8.8229,-0.28453,0.0633,-0.95658,0.98403,0.0,0.0,nan,0.0,0.01186
-16.96778,70.87891,6.58958,-0.33519,0.25202,0.90782,0.99456,0.0,0.0,nan,0.0,0.01342
-16.89525,72.92727,-8.38735,-0.29401,0.06831,-0.95336,0.97927,0.0,0.0,nan,0.0,0.01277
-17.74931,73.00853,-7.95349,-0.40632,0.08714,-0.90957,0.99575,0.0,0.0,nan,0.0,0.00886
-17.82401,73.75523,3.64246,-0.38328,0.34721,0.85589,0.76764,0.0,0.0,nan,0.0,0.00422
-17.37429,73.48812,5.39553,-0.42284,0.47969,0.76883,0.99387,0.0,0.0,nan,0.0,0.00872
-16.92768,72.72401,6.53422,-0.33771,0.38674,0.85813,0.92912,0.0,0.0,nan,0.0,0.01888
-17.05105,74.97919,-8.64775,-0.31733,-0.0392,-0.9475,0.96328,0.0,0.0,nan,0.0,0.01491
-17.9704,74.26617,-7.97928,-0.43612,-0.04931,-0.89854,0.99009,0.0,0.0,nan,0.0,0.00648
-17.72823,74.35858,3.72046,-0.36033,0.25166,0.89823,0.86089,0.0,0.0,nan,0.0,0.00503
-16.86284,74.8216,4.69408,-0.40193,0.32934,0.85439,0.98691,0.0,0.0,nan,0.0,0.00768
-16.99801,77.01343,-8.42524,-0.22799,0.33084,-0.91573,0.93031,0.0,0.0,nan,0.0,0.01149
-17.27516,77.88636,-7.89381,-0.19547,0.57001,-0.79805,0.92703,0.0,0.0,nan,0.0,0.00761
-17.40691,77.85885,3.48039,-0.27663,0.70157,0.65672,0.95345,0.0,0.0,nan,0.0,0.01049
-16.95905,76.81125,4.42693,-0.2873,0.42291,0.85942,0.96,0.0,0.0,nan,0.0,0.01239
-17.01133,78.53978,-7.04647,-0.13318,0.78591,-0.60382,0.9604,0.0,0.0,nan,0.0,0.01841
-16.99706,79.39402,-5.00047,-0.10015,0.93228,-0.3476,0.99963,0.0,0.0,nan,0.0,0.01005
-16.89437,79.90286,-3.66053,-0.10863,0.95437,-0.27818,0.99794,0.0,0.0,nan,0.0,0.00672
-17.96741,79.96582,-0.03851,-0.18892,0.90208,0.38801,0.96695,0.0,0.0,nan,0.0,0.00361
-17.02901,79.17883,0.87735,-0.25469,0.84298,0.47383,0.99923,0.0,0.0,nan,0.0,0.01111
-16.87289,78.5349,2.71288,-0.26411,0.79982,0.53901,0.99824,0.0,0.0,nan,0.0,0.00722
-16.89363,80.20056,-2.69055,-0.11642,0.97711,-0.17807,0.99267,0.0,0.0,nan,0.0,0.0071
-17.0347,80.39035,-0.93385,-0.17976,0.96256,0.20288,0.95236,0.0,0.0,nan,0.0,0.00651
-16.65265,80.14761,0.32011,-0.2191,0.90104,0.37432,0.96963,0.0,0.0,nan,0.0,0.0037
-14.89673,1.77718,-6.48336,-0.20348,-0.86742,-0.45407,0.96864,0.0,0.0,nan,0.0,0.00527
-15.00202,1.37865,-5.03844,-0.14319,-0.9499,-0.27784,0.99099,0.0,0.0,nan,0.0,0.00404
-15.04504,1.07634,-3.01434,-0.09728,-0.98622,-0.13379,0.99655,0.0,0.0,nan,0.0,0.01591
-14.99546,0.87804,-0.93842,-0.08728,-0.98882,0.12092,0.99029,0.0,0.0,nan,0.0,0.01455
-14.96881,1.41524,0.96623,-0.10646,-0.83986,0.53227,0.96576,0.0,0.0,nan,0.0,0.00427
-14.92251,3.275,-8.66189,-0.37026,-0.57613,-0.72869,0.93984,0.0,0.0,nan,0.0,0.01071
-15.13757,2.43131,-7.50058,-0.3157,-0.73242,-0.60324,0.94262,0.0,0.0,nan,0.0,0.00904
-15.44469,2.12221,1.86543,-0.14112,-0.70137,0.69869,0.97351,0.0,0.0,nan,0.0,0.00443
-14.99226,3.22778,2.48503,-0.16386,-0.6471,0.74459,1.00012,0.0,0.0,nan,0.0,0.00832
-14.50624,5.83286,-10.14549,-0.33195,-0.32662,-0.88495,0.97222,0.0,0.0,nan,0.0,0.00496
-15.18176,4.99747,-9.24211,-0.47294,-0.43967,-0.76355,0.98969,0.0,0.0,nan,0.0,0.0097
-15.96184,4.06507,-7.98577,-0.58414,-0.44524,-0.67863,0.99089,0.0,0.0,nan,0.0,0.01609
-15.14924,4.09688,3.67526,-0.17836,-0.63327,0.75309,0.99625,0.0,0.0,nan,0.0,0.00568
-14.95054,5.27735,4.66874,-0.16174,-0.58978,0.7912,0.97698,0.0,0.0,nan,0.0,0.01041
-15.01563,6.97296,-10.3906,-0.38888,-0.09934,-0.91591,0.90628,0.0,0.0,nan,0.0,0.01243
-15.72664,6.00425,-9.41889,-0.57781,-0.30288,-0.75789,0.96715,0.0,0.0,nan,0.0,0.01128
-15.00921,6.75627,5.71083,-0.11703,-0.41793,0.90091,0.97391,0.0,0.0,nan,0.0,0.00602
-15.00292,7.65801,6.16434,-0.1083,-0.32596,0.93916,0.95335,0.0,0.0,nan,0.0,0.0078
-14.85076,8.59435,-10.33044,-0.3787,0.2161,-0.89994,0.89039,0.0,0.0,nan,0.0,0.00888
-15.23259,9.45627,-9.63039,-0.55798,0.41231,-0.72017,0.92078,0.0,0.0,nan,0.0,0.00874
-15.90848,9.92749,-7.79693,-0.7518,0.53328,-0.38784,0.99297,0.0,0.0,nan,0.0,0.00854
-14.55712,8.86906,5.85335,-0.11908,-0.2406,0.96329,0.99982,0.0,0.0,nan,0.0,0.01379
-15.14421,9.001,6.14898,-0.16307,-0.23257,0.95881,0.99248,0.0,0.0,nan,0.0,0.01045
-14.29846,10.95728,-10.27095,-0.42992,0.40374,-0.80757,0.82355,0.0,0.0,nan,0.0,0.0089
-14.96154,11.01883,-8.93869,-0.63836,0.5162,-0.571,0.93686,0.0,0.0,nan,0.0,0.00582
-15.19577,11.11813,-7.12178,-0.75161,0.43618,-0.49481,0.96397,0.0,0.0,nan,0.0,0.01096
-15.78151,11.57811,-5.81413,-0.67649,0.22669,-0.7007,0.93706,0.0,0.0,nan,0.0,0.01626
-15.42301,10.76962,5.9975,-0.21616,-0.26361,0.9401,0.9887,0.0,0.0,nan,0.0,0.01004
-14.95844,11.14456,6.52382,-0.18103,-0.31107,0.93298,0.99506,0.0,0.0,nan,0.0,0.00601
-15.00944,12.93073,-6.94651,-0.70344,0.17816,-0.68807,0.98592,0.0,0.0,nan,0.0,0.01668
-15.89162,12.56565,-5.92793,-0.66103,0.11876,-0.74091,0.99595,0.0,0.0,nan,0.0,0.00767
-14.93801,12.97435,7.20929,-0.21526,-0.31286,0.92509,0.99625,0.0,0.0,nan,0.0,0.01704
-14.96072,14.99513,-6.80665,-0.63162,0.09989,-0.76882,1.00012,0.0,0.0,nan,0.0,0.01446
-15.87828,15.40114,-5.87844,-0.65448,0.11691,-0.74699,1.00102,0.0,0.0,nan,0.0,0.01212
-15.09988,14.79973,7.6741,-0.22374,-0.25787,0.93992,0.99943,0.0,0.0,nan,0.0,0.01144
-14.72899,15.56921,8.26423,-0.14871,-0.26256,0.95339,0.99188,0.0,0.0,nan,0.0,0.01009
-14.8238,16.94844,-6.41853,-0.64998,0.12651,-0.74934,1.00092,0.0,0.0,nan,0.0,0.00622
-15.80276,17.2269,-5.7374,-0.65854,0.14387,-0.73866,1.00082,0.0,0.0,nan,0.0,0.00586
-15.04197,16.93408,8.55435,-0.18788,-0.17512,0.96646,0.98245,0.0,0.0,nan,0.0,0.01821
-14.60025,18.93374,-6.56781,-0.67925,0.09132,-0.7282,1.00112,0.0,0.0,nan,0.0,0.00403
-15.15198,19.12592,-5.36989,-0.69958,0.11394,-0.70541,0.99843,0.0,0.0,nan,0.0,0.00727
-15.93644,19.48464,7.95791,-0.38385,-0.02202,0.92313,0.99704,0.0,0.0,nan,0.0,0.01155
-15.0335,19.12046,8.59425,-0.26211,-0.04754,0.96387,0.99774,0.0,0.0,nan,0.0,0.00616
-14.42254,20.87236,-6.44092,-0.67481,0.13117,-0.72624,1.00072,0.0,0.0,nan,0.0,0.00421
-15.32792,21.05992,-5.46689,-0.69364,0.09645,-0.71383,1.00042,0.0,0.0,nan,0.0,0.01181
-15.11157,21.12583,9.05634,-0.24957,-0.12172,0.96068,0.98106,0.0,0.0,nan,0.0,0.00641
-14.18086,22.48153,-6.18469,-0.64818,0.16661,-0.74304,1.00082,0.0,0.0,nan,0.0,0.01215
-14.98305,23.03341,-5.3642,-0.60554,0.14254,-0.78294,1.00042,0.0,0.0,nan,0.0,0.01073
-15.0186,22.88079,9.12791,-0.23739,-0.13862,0.96147,0.98662,0.0,0.0,nan,0.0,0.01219
-14.92876,25.0339,-4.9859,-0.59098,0.08928,-0.80173,1.00072,0.0,0.0,nan,0.0,0.01156
-14.77562,24.9748,9.51467,-0.22403,0.0147,0.97447,0.96199,0.0,0.0,nan,0.0,0.00814
-14.99687,27.01555,-4.94524,-0.60936,0.03072,-0.7923,1.00072,0.0,0.0,nan,0.0,0.01487
-15.07258,27.12499,9.21241,-0.30093,-0.04597,0.95254,0.98999,0.0,0.0,nan,0.0,0.00655
-15.12934,29.01606,-4.97127,-0.64285,-0.03167,-0.76534,1.00042,0.0,0.0,nan,0.0,0.01868
-15.00682,28.76793,9.70027,-0.23504,-0.2287,0.9447,0.96725,0.0,0.0,nan,0.0,0.00461
-14.18176,29.55313,10.05087,-0.20059,-0.25368,0.94626,0.96566,0.0,0.0,nan,0.0,0.00498
-14.09582,31.81065,-6.053,-0.59876,0.02744,-0.80046,0.99814,0.0,0.0,nan,0.0,0.00717
-15.11336,31.04255,-5.05813,-0.66534,-0.03101,-0.7459,0.99913,0.0,0.0,nan,0.0,0.01938
-15.40566,30.93616,9.7917,-0.26584,-0.03484,0.96339,0.97251,0.0,0.0,nan,0.0,0.0032
-14.39778,31.19474,10.09567,-0.24441,-0.01363,0.96958,0.97391,0.0,0.0,nan,0.0,0.00332
-14.17413,32.41593,-6.15331,-0.58001,0.05352,-0.81285,0.99248,0.0,0.0,nan,0.0,0.00878
-15.05423,33.02715,-5.02435,-0.64005,0.02392,-0.76796,1.00052,0.0,0.0,nan,0.0,0.0098
-15.07869,33.013,9.48,-0.21918,0.00157,0.97568,0.98066,0.0,0.0,nan,0.0,0.00619
-14.37283,32.83751,10.05218,-0.21406,0.01525,0.9767,0.98205,0.0,0.0,nan,0.0,0.0073
-15.17809,34.97963,-5.06169,-0.60781,-0.00608,-0.79406,0.99943,0.0,0.0,nan,0.0,0.02186
-15.19597,35.07628,9.80852,-0.23265,0.07221,0.96988,0.99118,0.0,0.0,nan,0.0,0.01039
-14.391,34.70112,10.11706,-0.18603,0.08296,0.97904,0.99506,0.0,0.0,nan,0.0,0.01806
-15.11429,37.03535,-5.05479,-0.479,-0.17913,-0.85935,0.99069,0.0,0.0,nan,0.0,0.00457
-14.97452,37.02814,9.5802,-0.23232,-0.09998,0.96749,0.99575,0.0,0.0,nan,0.0,0.00538
-15.19375,37.96467,10.00479,-0.21819,-0.16031,0.96265,0.99347,0.0,0.0,nan,0.0,0.00554
-14.12917,39.35123,-6.15022,-0.33501,-0.34678,-0.87608,0.98632,0.0,0.0,nan,0.0,0.00442
-15.34937,38.97469,-5.4958,-0.27828,-0.40139,-0.87261,0.98582,0.0,0.0,nan,0.0,0.0117
-15.42341,39.52952,9.86571,-0.22509,-0.06314,0.97229,0.99456,0.0,0.0,nan,0.0,0.00988
-14.92311,38.89197,10.39391,-0.20405,-0.1441,0.9683,0.98721,0.0,0.0,nan,0.0,0.00854
-15.16565,41.92713,-8.06215,-0.04047,-0.57232,-0.81903,0.94421,0.0,0.0,nan,0.0,0.01102
-15.02393,41.25072,-6.88871,-0.10204,-0.59069,-0.80042,0.9887,0.0,0.0,nan,0.0,0.00953
-14.91178,40.24305,-5.81449,-0.19104,-0.49981,-0.8448,0.95176,0.0,0.0,nan,0.0,0.01002
-15.76132,40.8074,9.80675,-0.27986,0.12845,0.95141,0.99953,0.0,0.0,nan,0.0,0.01129
-14.82182,40.92707,10.21449,-0.19623,0.12299,0.97281,0.99724,0.0,0.0,nan,0.0,0.01301
-15.14097,43.09241,-9.02618,-0.01239,-0.47138,-0.88184,0.90945,0.0,0.0,nan,0.0,0.00834
-14.10041,42.48763,-7.75483,0.01268,-0.52909,-0.84847,0.99357,0.0,0.0,nan,0.0,0.00993
-15.08856,43.04275,9.40047,-0.23577,-0.00489,0.9718,0.97688,0.0,0.0,nan,0.0,0.0086
-14.43512,43.4384,10.01603,-0.21967,-0.03839,0.97482,0.99943,0.0,0.0,nan,0.0,0.00926
-15.07878,44.87518,-9.65626,-0.14004,-0.2531,-0.95725,0.91581,0.00028,0.0014,0.6,1.0,0.00679
-15.36078,45.33007,9.53348,-0.33229,0.00936,0.94313,1.00052,0.0,0.0,nan,0.0,0.00917
-14.78244,44.84487,10.3144,-0.24079,-0.05837,0.96882,0.9896,0.0,0.0,nan,0.0,0.0113
-15.01548,47.15081,-9.47016,-0.17462,0.05938,-0.98284,0.989,0.0,0.0,nan,0.0,0.01077
-15.44037,47.20781,9.65761,-0.31634,0.05235,0.9472,0.99675,0.0,0.0,nan,0.0,0.00734
-14.61342,46.89043,10.29147,-0.23219,0.10465,0.96702,0.98721,0.0,0.0,nan,0.0,0.01362
-14.93566,48.83281,-9.2567,-0.23346,0.03268,-0.97182,0.99714,0.0,0.0,nan,0.0,0.00785
-15.05558,48.81128,9.38386,-0.25298,0.03638,0.96679,0.99327,0.0,0.0,nan,0.0,0.01589
-14.65574,49.60581,10.24514,-0.22914,0.01396,0.97329,0.99238,0.0,0.0,nan,0.0,0.00928
-14.99619,50.97808,-9.30494,-0.24205,-0.01429,-0.97016,0.98999,0.0,0.0,nan,0.0,0.01527
-15.08227,50.87709,9.48792,-0.25437,-0.04624,0.966,0.99585,0.0,0.0,nan,0.0,0.00447
-14.61396,50.45817,10.12869,-0.24339,-0.03283,0.96937,0.99387,0.0,0.0,nan,0.0,0.00993
-15.0348,53.03645,-9.20013,-0.22651,-0.05394,-0.97251,0.9895,0.0,0.0,nan,0.0,0.00913
-15.62158,52.78427,9.96053,-0.25978,-0.07157,0.96301,0.98254,0.0,0.0,nan,0.0,0.00229
-14.65353,52.9123,10.19073,-0.22238,-0.06988,0.97245,0.98125,0.0,0.0,nan,0.0,0.00256
-14.48568,54.83555,-10.00363,-0.15322,-0.10031,-0.98309,0.93369,0.0,0.0,nan,0.0,0.014
-15.12134,54.97778,-9.92,-0.24447,-0.09266,-0.96522,0.94461,0.0,0.0,nan,0.0,0.01118
-15.48978,54.90656,9.86942,-0.24938,0.01573,0.96828,0.98463,0.0,0.0,nan,0.0,0.00382
-14.69523,55.05614,10.09217,-0.21011,0.03283,0.97713,0.98523,0.0,0.0,nan,0.0,0.00778
-14.01602,56.00418,-10.00594,-0.09843,0.06749,-0.99285,0.97649,0.0,0.0,nan,0.0,0.00862
-14.95986,57.01987,-9.39072,-0.18014,0.08957,-0.97955,0.99675,0.0,0.0,nan,0.0,0.00628
-15.27484,57.46894,9.80004,-0.19604,0.12991,0.97195,0.99665,0.0,0.0,nan,0.0,0.00497
-14.65892,56.81608,10.18652,-0.20464,0.12083,0.97135,0.98036,0.0,0.0,nan,0.0,0.00382
-15.02431,58.94587,-9.72769,-0.15522,-0.05594,-0.9863,0.99277,0.0,0.0,nan,0.0,0.00548
-15.08399,58.9272,9.37915,-0.16489,0.20977,0.96375,1.00042,0.0,0.0,nan,0.0,0.00943
-14.26801,58.80003,10.12604,-0.15902,0.21778,0.96296,0.98791,0.0,0.0,nan,0.0,0.00637
-15.04947,61.04417,-9.70289,-0.16568,0.08416,-0.98258,0.9889,0.0,0.0,nan,0.0,0.0102
-15.08191,60.8406,8.84912,-0.16835,0.08757,0.98183,0.99069,0.0,0.0,nan,0.0,0.01146
-15.10413,63.05916,-8.89901,-0.18723,0.03165,-0.98181,0.99079,0.0,0.0,nan,0.0,0.00804
-15.14823,63.06341,9.55584,-0.25319,0.12784,0.95893,0.93776,0.0,0.0,nan,0.0,0.00771
-15.00181,64.87088,-9.18316,-0.16985,0.02858,-0.98506,0.99794,0.0,0.0,nan,0.0,0.01151
-15.97517,64.74842,7.94463,-0.29034,0.18699,0.93848,0.974,0.0,0.0,nan,0.0,0.01492
-14.99897,64.98776,8.68479,-0.17401,0.20027,0.96416,0.99516,0.0,0.0,nan,0.0,0.01213
-14.97136,67.0443,-8.91307,-0.17894,0.07996,-0.98061,0.99218,0.0,0.0,nan,0.0,0.00705
-14.96422,67.21384,8.73272,-0.14081,0.11761,0.98303,0.96278,0.0,0.0,nan,0.0,0.00966
-14.95517,69.0111,-9.22808,-0.17767,-0.08612,-0.98031,0.98552,0.0,0.0,nan,0.0,0.01469
-14.77583,69.60159,7.96205,-0.13605,0.38714,0.91193,0.99645,0.0,0.0,nan,0.0,0.00658
-15.17517,68.76676,8.28848,-0.14677,0.39227,0.90806,0.96705,0.0,0.0,nan,0.0,0.00769
-15.00827,70.99735,-9.228,-0.1388,0.15085,-0.97876,0.98453,0.0,0.0,nan,0.0,0.01355
-14.96187,70.88236,7.03181,-0.1196,0.29642,0.94754,0.99784,0.0,0.0,nan,0.0,0.00654
-14.93617,72.93018,-8.62944,-0.12304,0.07135,-0.98983,0.99188,0.0,0.0,nan,0.0,0.00597
-14.05819,72.93177,-7.91663,-0.16051,0.07115,-0.98447,0.85126,0.0,0.0,nan,0.0,0.00309
-14.29663,73.77362,5.97108,-0.07366,0.45986,0.88493,0.99476,0.0,0.0,nan,0.0,0.00801
-14.9197,73.08527,6.72983,-0.09033,0.40141,0.91143,0.97242,0.0,0.0,nan,0.0,0.00926
-14.96638,75.00188,-8.81255,-0.13536,-0.07332,-0.98808,0.99883,0.0,0.0,nan,0.0,0.00937
-15.00119,74.81084,5.37982,-0.13696,0.38684,0.91192,0.99605,0.0,0.0,nan,0.0,0.0147
-15.04703,74.23501,6.15899,-0.09587,0.45383,0.88591,0.98453,0.0,0.0,nan,0.0,0.00911
-15.00902,77.08759,-8.77544,-0.14888,0.35834,-0.92165,0.94133,0.0,0.0,nan,0.0,0.00734
-14.11905,77.82521,3.94261,-0.06252,0.70368,0.70777,0.98741,0.0,0.0,nan,0.0,0.00575
-14.94455,77.019,4.73175,-0.11047,0.51904,0.84758,0.98582,0.0,0.0,nan,0.0,0.0071
-14.63769,78.09449,-8.1178,-0.12713,0.64199,-0.7561,0.95186,0.0,0.0,nan,0.0,0.00614
-14.9815,78.67061,-7.02733,-0.11437,0.82495,-0.55352,0.99337,0.0,0.0,nan,0.0,0.01607
-15.04569,79.63316,-5.14154,-0.1134,0.93002,-0.34958,0.99863,0.0,0.0,nan,0.0,0.00825
-15.84907,79.9736,-3.74709,-0.10145,0.95531,-0.27766,0.99645,0.0,0.0,nan,0.0,0.00725
-15.17303,79.5383,1.60862,-0.13769,0.86399,0.48431,0.99218,0.0,0.0,nan,0.0,0.00815
-14.98179,78.69387,3.06204,-0.08485,0.79143,0.60534,0.99267,0.0,0.0,nan,0.0,0.00633
-15.02833,78.10938,4.06179,-0.09851,0.70546,0.70187,0.96457,0.0,0.0,nan,0.0,0.00663
-14.42137,80.04009,-4.14522,-0.09276,0.95698,-0.27494,0.99089,0.03598,0.17992,0.6,1.0,0.00765
-15.03973,80.24864,-2.88799,-0.07636,0.97787,-0.19477,0.98602,0.0,0.0,nan,0.0,0.00708
-15.01377,80.57323,-0.9886,-0.08353,0.99255,0.08872,0.97053,0.0,0.0,nan,0.0,0.01473
-14.94202,80.23929,0.67527,-0.12626,0.91552,0.38194,0.97142,0.0,0.0,nan,0.0,0.00619
-13.03782,1.73491,-6.57646,-0.0763,-0.90264,-0.42358,0.99665,0.0,0.0,nan,0.0,0.00777
-13.03158,1.15964,-5.05628,-0.08534,-0.95892,-0.27055,0.99317,0.0,0.0,nan,0.0,0.00972
-13.04379,0.83405,-2.94834,-0.09516,-0.98988,-0.10526,0.99526,0.00094,0.00471,0.7,1.0,0.01168
-13.01224,0.76582,-1.00432,-0.08921,-0.99068,0.10296,0.99416,0.00512,0.02562,0.51,1.0,0.00908
-13.02297,1.2265,1.14234,-0.10813,-0.83994,0.5318,0.95345,0.0,0.0,nan,0.0,0.00472
-12.38611,1.81965,2.14239,-0.13155,-0.73646,0.66357,0.98086,0.0,0.0,nan,0.0,0.00253
-13.00379,3.20804,-8.88386,-0.14038,-0.69144,-0.70866,0.98453,0.0,0.0,nan,0.0,0.00937
-13.05071,2.26724,-7.56745,-0.08729,-0.8371,-0.54005,0.99675,0.0,0.0,nan,0.0,0.00715
-13.08334,2.13303,1.95129,-0.1223,-0.72734,0.67529,0.99307,0.0,0.0,nan,0.0,0.00248
-13.22655,2.84648,3.07004,-0.1333,-0.66064,0.73877,0.99714,0.0,0.0,nan,0.0,0.00566
-12.17291,3.84808,4.0517,-0.17466,-0.65871,0.73185,0.99853,0.0,0.0,nan,0.0,0.00713
-12.92167,5.41361,-10.28437,-0.16228,-0.35652,-0.92009,0.98811,0.0,0.0,nan,0.0,0.00657
-13.05467,4.46612,-9.79189,-0.1876,-0.49963,-0.84568,0.9884,0.0,0.0,nan,0.0,0.00573
-13.30282,4.35389,3.72854,-0.14536,-0.65642,0.74026,1.00022,0.0,0.0,nan,0.0,0.00483
-12.93505,5.11934,4.80273,-0.16024,-0.55428,0.81676,0.9889,0.0,0.0,nan,0.0,0.00524
-12.0465,5.99318,6.0168,-0.2134,-0.45438,0.86487,0.96834,0.0,0.0,nan,0.0,0.00667
-12.9805,6.94666,-10.65826,-0.13884,-0.06435,-0.98822,0.96497,0.0,0.0,nan,0.0,0.01105
-13.01899,6.896,5.29565,-0.15244,-0.40983,0.89933,0.99496,0.0,0.0,nan,0.0,0.00833
-12.73855,7.8931,6.03552,-0.18473,-0.29346,0.93795,0.99615,0.0,0.0,nan,0.0,0.01346
-13.03461,8.68508,-10.43589,-0.13067,0.15971,-0.97848,0.99853,0.0,0.0,nan,0.0,0.00425
-13.00775,9.63985,-9.68559,-0.24952,0.26302,-0.93196,0.98106,0.0,0.0,nan,0.0,0.01407
-12.20096,8.00739,5.82556,-0.22156,-0.2798,0.93414,0.9886,0.0,0.0,nan,0.0,0.01796
-12.98663,8.9558,6.30866,-0.12354,-0.22906,0.96554,0.99883,0.0,0.0,nan,0.0,0.02043
-12.91889,10.96298,-10.25917,-0.31778,0.26228,-0.91117,0.93637,0.0,0.0,nan,0.0,0.01177
-12.96392,11.58495,-9.98135,-0.40498,0.30251,-0.86283,0.9454,0.0,0.0,nan,0.0,0.01059
-13.98444,11.9907,-7.98056,-0.69373,0.4002,-0.59881,0.97758,0.0,0.0,nan,0.0,0.00444
-13.9972,10.22184,5.96167,-0.1157,-0.2693,0.95608,0.97103,0.0,0.0,nan,0.0,0.01105
-13.1013,11.18673,6.67953,-0.14926,-0.34835,0.9254,0.99188,0.0,0.0,nan,0.0,0.01141
-12.11742,12.08473,-10.1926,-0.29411,0.2438,-0.92415,0.93388,0.0,0.0,nan,0.0,0.00971
-12.88532,12.82011,-8.83254,-0.57764,0.35727,-0.73395,0.98582,0.0,0.0,nan,0.0,0.00425
-13.83572,13.17697,-7.94309,-0.69438,0.27623,-0.66447,0.97947,0.0,0.0,nan,0.0,0.00406
-13.08527,12.69404,7.87694,-0.17029,-0.34925,0.92142,0.99347,0.0,0.0,nan,0.0,0.0082
-12.4076,13.42778,8.13417,-0.17475,-0.25132,0.952,0.98016,0.0,0.0,nan,0.0,0.00792
